x,y,covariance
0.21,-0.03,"[[ 1.95935296e-09 -8.96124720e-09]
 [-8.96124720e-09  4.13153864e-08]]"
0.21,0.12,"[[ 8.10704673e-09 -3.15961430e-09]
 [-3.15961430e-09  3.40035575e-09]]"
0.21,-0.12,"[[2.72641772e-09 8.24118033e-09]
 [8.24118033e-09 3.61035526e-08]]"
0.21,0.21,"[[4.31051884e-09 5.02746616e-09]
 [5.02746616e-09 6.22432085e-09]]"
0.21,-0.21,"[[3.42849685e-09 5.32288415e-10]
 [5.32288415e-10 2.34047516e-09]]"
0.21,0.14,"[[4.66819347e-10 5.06299122e-10]
 [5.06299122e-10 6.22950717e-09]]"
0.21,-0.14,"[[2.41267262e-09 9.44552785e-10]
 [9.44552785e-10 2.00998837e-09]]"
-0.21,0.25,"[[3.02956553e-09 4.97006092e-10]
 [4.97006092e-10 4.56451224e-09]]"
-0.21,-0.25,"[[5.61219354e-10 8.92876419e-11]
 [8.92876419e-11 2.27436311e-11]]"
-0.21,0.18,"[[1.54669009e-09 6.04829204e-10]
 [6.04829204e-10 2.48394256e-09]]"
-0.21,-0.18,"[[9.11701041e-10 4.48578308e-10]
 [4.48578308e-10 1.88338391e-09]]"
-0.21,0.23,"[[3.24768901e-09 3.51290818e-10]
 [3.51290818e-10 4.03483579e-09]]"
-0.21,-0.23,"[[9.48283458e-10 1.85975352e-10]
 [1.85975352e-10 9.93729190e-11]]"
-0.21,0.01,"[[1.05577171e-09 2.98439918e-10]
 [2.98439918e-10 7.64731803e-10]]"
-0.21,-0.01,"[[1.04744245e-09 2.91917691e-10]
 [2.91917691e-10 1.08548906e-09]]"
-0.21,0.08,"[[1.04147852e-09 3.50026588e-10]
 [3.50026588e-10 1.30783888e-09]]"
-0.21,-0.08,"[[1.21626100e-09 4.73463139e-10]
 [4.73463139e-10 1.38048299e-09]]"
-0.21,0.16,"[[1.70439196e-09 3.23786793e-10]
 [3.23786793e-10 2.02759639e-09]]"
-0.21,-0.16,"[[ 1.05674366e-09 -1.92872728e-10]
 [-1.92872728e-10  2.83224224e-09]]"
-0.21,0.05,"[[1.21850809e-09 2.63362912e-10]
 [2.63362912e-10 5.16799061e-10]]"
-0.21,-0.05,"[[1.05601992e-09 2.81973575e-10]
 [2.81973575e-10 1.28863613e-09]]"
-0.21,0.1,"[[1.10142462e-09 6.85532575e-10]
 [6.85532575e-10 1.27463208e-09]]"
-0.21,-0.1,"[[ 1.31223922e-09 -4.62236605e-10]
 [-4.62236605e-10  7.08948286e-10]]"
-0.21,0.03,"[[6.47399567e-10 2.90900762e-10]
 [2.90900762e-10 1.27284705e-09]]"
-0.21,-0.03,"[[8.34049855e-10 1.80480380e-10]
 [1.80480380e-10 1.08699791e-09]]"
-0.21,0.12,"[[1.35414861e-09 4.19011604e-10]
 [4.19011604e-10 1.06288883e-09]]"
-0.21,-0.12,"[[8.58134873e-10 3.40014037e-10]
 [3.40014037e-10 2.26641890e-09]]"
-0.21,0.21,"[[2.32164607e-09 7.34688971e-10]
 [7.34688971e-10 4.45447989e-09]]"
-0.21,-0.21,"[[9.19283878e-10 1.54317219e-10]
 [1.54317219e-10 8.57264577e-10]]"
-0.21,0.14,"[[1.36714590e-09 7.24221215e-10]
 [7.24221215e-10 1.68202782e-09]]"
-0.21,-0.14,"[[1.15792115e-09 2.42289455e-10]
 [2.42289455e-10 2.56775915e-09]]"
0.14,0.25,"[[ 1.74967287e-07 -8.64370279e-07]
 [-8.64370279e-07  2.28789520e-05]]"
0.14,-0.25,"[[ 1.33596170e-09 -6.12536437e-10]
 [-6.12536437e-10  7.87560102e-10]]"
0.14,0.18,"[[ 4.33741292e-09 -7.06200936e-10]
 [-7.06200936e-10  2.74865901e-10]]"
0.14,-0.18,"[[2.50835912e-09 6.61427763e-10]
 [6.61427763e-10 4.80167633e-09]]"
0.14,0.23,"[[ 1.09242399e-08 -2.97607291e-07]
 [-2.97607291e-07  1.12324097e-05]]"
0.14,-0.23,"[[2.63145730e-09 1.31658228e-10]
 [1.31658228e-10 2.56869068e-09]]"
0.14,0.01,"[[ 2.52366719e-09 -5.98864749e-08]
 [-5.98864749e-08  1.71703857e-06]]"
0.14,-0.01,"[[5.50227457e-09 2.48628301e-08]
 [2.48628301e-08 3.97235461e-04]]"
0.14,0.08,"[[ 2.59077940e-07 -8.99498756e-07]
 [-8.99498756e-07  2.57447903e-05]]"
0.14,-0.08,"[[1.98805195e-09 4.45019069e-10]
 [4.45019069e-10 1.96979235e-09]]"
0.14,0.16,"[[ 3.52921551e-09 -1.88388311e-10]
 [-1.88388311e-10  2.98110680e-10]]"
0.14,-0.16,"[[2.12441018e-09 9.83984129e-10]
 [9.83984129e-10 3.40448063e-09]]"
0.14,0.05,"[[ 4.86816530e-09 -1.68616157e-07]
 [-1.68616157e-07  5.87379044e-06]]"
0.14,-0.05,"[[1.77721496e-09 2.13539308e-09]
 [2.13539308e-09 9.74774662e-09]]"
0.14,0.1,"[[ 2.13113969e-09 -3.38726359e-08]
 [-3.38726359e-08  5.48702498e-07]]"
0.14,-0.1,"[[ 2.04560290e-09 -5.80607987e-10]
 [-5.80607987e-10  1.75562585e-09]]"
0.14,0.03,"[[ 3.15699529e-09 -6.70222061e-08]
 [-6.70222061e-08  1.45055416e-06]]"
0.14,-0.03,"[[6.26483680e-09 1.87842158e-08]
 [1.87842158e-08 6.24881697e-08]]"
0.14,0.12,"[[ 2.77574967e-09 -9.74706094e-09]
 [-9.74706094e-09  3.61695551e-08]]"
0.14,-0.12,"[[1.03703995e-09 9.34663120e-10]
 [9.34663120e-10 2.65098094e-09]]"
0.14,0.21,"[[ 4.36288957e-09 -2.18597540e-08]
 [-2.18597540e-08  1.13195311e-07]]"
0.14,-0.21,"[[2.91012934e-09 5.52586676e-10]
 [5.52586676e-10 2.97202410e-09]]"
0.14,0.14,"[[ 2.36641382e-09 -2.14899171e-09]
 [-2.14899171e-09  2.19027247e-09]]"
0.14,-0.14,"[[1.69157099e-09 8.72323097e-10]
 [8.72323097e-10 1.34010467e-09]]"
-0.14,0.25,"[[ 5.29154202e-09 -6.01749276e-10]
 [-6.01749276e-10  2.24900881e-09]]"
-0.14,-0.25,"[[7.60419602e-10 2.64816859e-10]
 [2.64816859e-10 1.76371011e-10]]"
-0.14,0.18,"[[2.64091602e-09 1.47590937e-09]
 [1.47590937e-09 2.92537588e-09]]"
-0.14,-0.18,"[[ 1.33772569e-09 -2.91438107e-10]
 [-2.91438107e-10  3.91337075e-10]]"
-0.14,0.23,"[[3.86537154e-09 2.18676469e-09]
 [2.18676469e-09 4.23150135e-09]]"
-0.14,-0.23,"[[8.99357033e-10 1.11413280e-10]
 [1.11413280e-10 4.42541633e-11]]"
-0.14,0.01,"[[1.22078040e-09 3.83748510e-10]
 [3.83748510e-10 2.14575146e-09]]"
-0.14,-0.01,"[[1.05654235e-09 2.56462787e-10]
 [2.56462787e-10 1.47851987e-09]]"
-0.14,0.08,"[[1.31202887e-09 8.00394673e-10]
 [8.00394673e-10 1.53775760e-09]]"
-0.14,-0.08,"[[2.83295514e-09 1.33274437e-10]
 [1.33274437e-10 1.35760800e-09]]"
-0.14,0.16,"[[2.53721608e-09 1.53601078e-09]
 [1.53601078e-09 2.73587065e-09]]"
-0.14,-0.16,"[[ 1.47797930e-09 -7.72538544e-10]
 [-7.72538544e-10  8.78037409e-10]]"
-0.14,0.05,"[[1.21061674e-09 8.16678466e-10]
 [8.16678466e-10 2.23598638e-09]]"
-0.14,-0.05,"[[1.52766985e-09 4.66407406e-10]
 [4.66407406e-10 2.57435707e-09]]"
-0.14,0.1,"[[1.73229606e-09 9.14179510e-10]
 [9.14179510e-10 1.71736660e-09]]"
-0.14,-0.1,"[[1.11576134e-09 3.34571062e-10]
 [3.34571062e-10 2.80093507e-09]]"
-0.14,0.03,"[[1.66600809e-09 4.65560816e-10]
 [4.65560816e-10 8.59966976e-10]]"
-0.14,-0.03,"[[1.41708078e-09 5.97559713e-10]
 [5.97559713e-10 1.84226755e-09]]"
-0.14,0.12,"[[ 6.31148628e-10 -6.59570150e-10]
 [-6.59570150e-10  4.95047840e-09]]"
-0.14,-0.12,"[[ 4.08116954e-09 -1.51821782e-09]
 [-1.51821782e-09  1.52256864e-09]]"
-0.14,0.21,"[[ 4.34662200e-09 -1.85858235e-09]
 [-1.85858235e-09  2.54977262e-09]]"
-0.14,-0.21,"[[ 1.08362976e-09 -1.31527874e-10]
 [-1.31527874e-10  1.44393086e-10]]"
-0.14,0.14,"[[1.75552761e-09 1.14972851e-09]
 [1.14972851e-09 2.22512490e-09]]"
-0.14,-0.14,"[[ 1.19939554e-09 -6.34222283e-10]
 [-6.34222283e-10  1.20477413e-09]]"
