x,y,covariance
0.16,-0.23,"[[2.75887317e-09 2.25974889e-10]
 [2.25974889e-10 2.25205850e-09]]"
0.16,0.01,"[[ 1.42122547e-08 -7.65484431e-09]
 [-7.65484431e-09  1.55905863e-07]]"
0.16,-0.01,"[[ 3.62562121e-08 -3.87467527e-08]
 [-3.87467527e-08  9.38700940e-08]]"
0.16,0.08,"[[ 2.85162779e-09 -7.85819402e-09]
 [-7.85819402e-09  2.32336782e-08]]"
0.16,-0.08,"[[1.99522287e-09 2.61974574e-09]
 [2.61974574e-09 6.66309388e-09]]"
0.16,0.16,"[[5.11202302e-09 2.37569227e-09]
 [2.37569227e-09 4.85940484e-09]]"
0.16,-0.16,"[[9.29111613e-10 1.26079022e-10]
 [1.26079022e-10 4.05074628e-09]]"
0.16,0.05,"[[ 9.00172187e-09 -5.56220888e-07]
 [-5.56220888e-07  3.45564894e-05]]"
0.16,-0.05,"[[6.32932956e-09 4.19650075e-08]
 [4.19650075e-08 3.56133484e-07]]"
0.16,0.1,"[[4.04723801e-09 2.41826340e-09]
 [2.41826340e-09 2.72181117e-09]]"
0.16,-0.1,"[[2.05144545e-09 1.46479799e-10]
 [1.46479799e-10 2.07138768e-09]]"
0.16,0.03,"[[ 3.36165281e-08 -2.66129935e-08]
 [-2.66129935e-08  5.50764262e-07]]"
0.16,-0.03,"[[ 6.06569400e-09 -2.51524895e-08]
 [-2.51524895e-08  3.58903387e-07]]"
0.16,0.12,"[[8.79395011e-09 5.29599004e-09]
 [5.29599004e-09 5.87864533e-09]]"
0.16,-0.12,"[[6.04245376e-10 5.31497692e-10]
 [5.31497692e-10 1.97516411e-09]]"
0.16,0.21,"[[5.14135587e-09 5.96054749e-09]
 [5.96054749e-09 9.30795627e-09]]"
0.16,-0.21,"[[3.10712408e-09 1.64191306e-10]
 [1.64191306e-10 4.00268506e-09]]"
0.16,0.14,"[[8.65097442e-09 4.39531452e-09]
 [4.39531452e-09 4.90322308e-09]]"
0.16,-0.14,"[[1.24409725e-09 1.16127097e-09]
 [1.16127097e-09 1.38252125e-09]]"
-0.16,0.25,"[[4.38476560e-09 1.90261658e-09]
 [1.90261658e-09 5.39852208e-09]]"
-0.16,-0.25,"[[6.88958347e-10 2.06097629e-10]
 [2.06097629e-10 1.06427976e-10]]"
-0.16,0.18,"[[2.34077244e-09 1.17872755e-09]
 [1.17872755e-09 3.27237092e-09]]"
-0.16,-0.18,"[[ 1.59443286e-09 -5.09793078e-11]
 [-5.09793078e-11  5.05754560e-10]]"
-0.16,0.23,"[[2.93407214e-09 1.77524248e-09]
 [1.77524248e-09 5.19194812e-09]]"
-0.16,-0.23,"[[7.25229151e-10 8.78032353e-11]
 [8.78032353e-11 4.43889286e-11]]"
-0.16,0.01,"[[9.44313944e-10 3.29168289e-10]
 [3.29168289e-10 9.65209966e-10]]"
-0.16,-0.01,"[[7.93281334e-10 1.03218281e-10]
 [1.03218281e-10 1.74105047e-09]]"
-0.16,0.08,"[[1.39121900e-09 5.56575959e-10]
 [5.56575959e-10 1.48314612e-09]]"
-0.16,-0.08,"[[ 3.79261824e-09 -1.08309036e-09]
 [-1.08309036e-09  1.21369901e-09]]"
-0.16,0.16,"[[1.93929034e-09 9.29934773e-10]
 [9.29934773e-10 2.59753036e-09]]"
-0.16,-0.16,"[[ 1.91714862e-09 -6.79553995e-10]
 [-6.79553995e-10  7.22062612e-10]]"
-0.16,0.05,"[[1.80648483e-09 5.34018323e-10]
 [5.34018323e-10 1.45102531e-09]]"
-0.16,-0.05,"[[1.17465226e-09 2.62417154e-10]
 [2.62417154e-10 2.02162427e-09]]"
-0.16,0.1,"[[1.77004970e-09 8.20363206e-10]
 [8.20363206e-10 1.29066409e-09]]"
-0.16,-0.1,"[[ 2.54483417e-09 -4.38023706e-12]
 [-4.38023706e-12  1.03060102e-09]]"
-0.16,0.03,"[[1.28282556e-09 4.16501594e-10]
 [4.16501594e-10 1.42727458e-09]]"
-0.16,-0.03,"[[9.32522299e-10 3.77149445e-10]
 [3.77149445e-10 1.50192533e-09]]"
-0.16,0.12,"[[1.90839154e-09 1.08242952e-09]
 [1.08242952e-09 2.00630304e-09]]"
-0.16,-0.12,"[[1.55197269e-09 2.46805144e-10]
 [2.46805144e-10 2.44774506e-09]]"
-0.16,0.21,"[[3.58947266e-09 1.63937199e-09]
 [1.63937199e-09 3.53443691e-09]]"
-0.16,-0.21,"[[ 1.07410464e-09 -1.29805144e-10]
 [-1.29805144e-10  1.78027286e-10]]"
-0.16,0.14,"[[1.59366389e-09 1.04530035e-09]
 [1.04530035e-09 2.31281719e-09]]"
-0.16,-0.14,"[[1.28041870e-09 4.69964061e-10]
 [4.69964061e-10 2.28996619e-09]]"
0.05,0.25,"[[1.35188107e-08 6.08896435e-09]
 [6.08896435e-09 9.65781066e-09]]"
0.05,-0.25,"[[1.09157992e-09 1.17222799e-10]
 [1.17222799e-10 4.98463453e-10]]"
0.05,0.18,"[[4.35603985e-09 4.86825907e-10]
 [4.86825907e-10 3.97970157e-09]]"
0.05,-0.18,"[[ 4.24477981e-09 -2.06497199e-10]
 [-2.06497199e-10  1.75261519e-09]]"
0.05,0.23,"[[9.18194381e-09 1.30417830e-09]
 [1.30417830e-09 7.41169260e-09]]"
0.05,-0.23,"[[2.49130951e-09 1.43036145e-10]
 [1.43036145e-10 9.36123075e-11]]"
0.05,0.01,"[[1.66578126e-09 7.75680927e-10]
 [7.75680927e-10 1.34130872e-09]]"
0.05,-0.01,"[[1.57305741e-09 1.09431494e-10]
 [1.09431494e-10 1.45926709e-09]]"
0.05,0.08,"[[1.50363390e-09 6.16965618e-12]
 [6.16965618e-12 1.82126715e-09]]"
0.05,-0.08,"[[1.84415475e-09 8.34107696e-10]
 [8.34107696e-10 1.33226827e-09]]"
0.05,0.16,"[[3.00607986e-09 1.91187209e-11]
 [1.91187209e-11 2.17032880e-09]]"
0.05,-0.16,"[[ 2.42221385e-09 -6.54631700e-10]
 [-6.54631700e-10  1.92392638e-09]]"
0.05,0.05,"[[1.53780507e-09 7.28291779e-10]
 [7.28291779e-10 2.06987355e-09]]"
0.05,-0.05,"[[7.17826117e-10 5.82698290e-10]
 [5.82698290e-10 1.84492131e-09]]"
0.05,0.1,"[[1.68483847e-09 1.61449630e-10]
 [1.61449630e-10 1.29470251e-09]]"
0.05,-0.1,"[[1.14091430e-09 2.19077763e-10]
 [2.19077763e-10 3.33691033e-09]]"
0.05,0.03,"[[1.81172191e-09 3.35471263e-09]
 [3.35471263e-09 6.37537981e-09]]"
0.05,-0.03,"[[ 1.29811667e-09 -4.42325560e-10]
 [-4.42325560e-10  1.12995585e-09]]"
0.05,0.12,"[[ 2.01025766e-09 -3.13888516e-11]
 [-3.13888516e-11  1.36705296e-09]]"
0.05,-0.12,"[[2.30741193e-09 6.32857750e-10]
 [6.32857750e-10 3.44314388e-09]]"
0.05,0.21,"[[5.74566183e-09 1.05499531e-09]
 [1.05499531e-09 6.06891071e-09]]"
0.05,-0.21,"[[ 1.90038673e-09 -9.31502307e-10]
 [-9.31502307e-10  6.67191936e-10]]"
0.05,0.14,"[[ 2.81538297e-09 -1.50307028e-10]
 [-1.50307028e-10  2.49870238e-09]]"
0.05,-0.14,"[[2.69204020e-09 1.10177965e-09]
 [1.10177965e-09 3.34442629e-09]]"
-0.05,0.25,"[[1.11237022e-09 3.90340221e-10]
 [3.90340221e-10 3.58607391e-10]]"
-0.05,-0.25,"[[1.28089798e-09 1.05489269e-09]
 [1.05489269e-09 1.18149473e-09]]"
-0.05,0.18,"[[7.43677831e-10 4.35231833e-11]
 [4.35231833e-11 6.63472782e-10]]"
-0.05,-0.18,"[[ 1.86993330e-09 -8.89425618e-10]
 [-8.89425618e-10  7.72240321e-10]]"
-0.05,0.23,"[[1.03571443e-09 3.27319371e-10]
 [3.27319371e-10 4.61821187e-10]]"
-0.05,-0.23,"[[ 8.02869805e-10 -2.07381478e-10]
 [-2.07381478e-10  5.49467106e-10]]"
-0.05,0.01,"[[7.91436435e-10 5.81499988e-10]
 [5.81499988e-10 2.71427554e-09]]"
-0.05,-0.01,"[[1.21268492e-09 6.36607317e-10]
 [6.36607317e-10 2.32312005e-09]]"
-0.05,0.08,"[[ 5.51882636e-09 -2.82688287e-10]
 [-2.82688287e-10  5.22132266e-10]]"
-0.05,-0.08,"[[1.75517087e-09 4.47122874e-10]
 [4.47122874e-10 2.15659905e-09]]"
-0.05,0.16,"[[6.06467776e-09 1.52605843e-09]
 [1.52605843e-09 6.73276087e-10]]"
-0.05,-0.16,"[[ 1.25151702e-09 -1.12787513e-09]
 [-1.12787513e-09  2.01172397e-09]]"
-0.05,0.05,"[[ 7.92038803e-10 -3.85042888e-10]
 [-3.85042888e-10  2.10568283e-09]]"
-0.05,-0.05,"[[1.10763525e-09 3.06737549e-10]
 [3.06737549e-10 3.16159981e-09]]"
-0.05,0.1,"[[ 6.54537356e-09 -5.76661073e-12]
 [-5.76661073e-12  5.36676888e-10]]"
-0.05,-0.1,"[[1.19089159e-09 6.83407311e-10]
 [6.83407311e-10 3.51485840e-09]]"
-0.05,0.03,"[[1.62957844e-09 1.28728418e-09]
 [1.28728418e-09 1.44990519e-09]]"
-0.05,-0.03,"[[9.59585217e-10 5.86419635e-10]
 [5.86419635e-10 3.06824209e-09]]"
-0.05,0.12,"[[6.76129663e-09 4.85761953e-10]
 [4.85761953e-10 3.93589898e-10]]"
-0.05,-0.12,"[[1.97431154e-09 7.84084175e-10]
 [7.84084175e-10 3.23418789e-09]]"
-0.05,0.21,"[[4.03167973e-09 4.16339078e-09]
 [4.16339078e-09 4.85772154e-09]]"
-0.05,-0.21,"[[ 1.12255634e-09 -2.82910636e-10]
 [-2.82910636e-10  3.20040303e-10]]"
-0.05,0.14,"[[6.94923196e-09 8.73049445e-10]
 [8.73049445e-10 3.97110255e-10]]"
-0.05,-0.14,"[[ 4.52179432e-09 -2.45092713e-09]
 [-2.45092713e-09  2.19365961e-09]]"
0.1,0.25,"[[ 2.37651559e-08 -9.36357350e-09]
 [-9.36357350e-09  1.26933043e-06]]"
0.1,-0.25,"[[ 1.23280539e-09 -3.14449851e-10]
 [-3.14449851e-10  6.17263795e-10]]"
0.1,0.18,"[[ 1.11079129e-08 -4.20924858e-07]
 [-4.20924858e-07  1.79702678e-05]]"
0.1,-0.18,"[[2.72063230e-09 2.96604969e-10]
 [2.96604969e-10 3.01514989e-09]]"
0.1,0.23,"[[ 2.01214850e-07 -9.57512058e-08]
 [-9.57512058e-08  6.27261350e-06]]"
0.1,-0.23,"[[ 1.51542640e-09 -6.36066722e-10]
 [-6.36066722e-10  1.23841610e-09]]"
0.1,0.01,"[[1.20595843e-09 7.66524985e-10]
 [7.66524985e-10 3.65736611e-09]]"
0.1,-0.01,"[[1.44316206e-09 1.43144617e-09]
 [1.43144617e-09 3.49276490e-09]]"
0.1,0.08,"[[ 3.15483163e-09 -1.10107416e-08]
 [-1.10107416e-08  4.15486975e-08]]"
0.1,-0.08,"[[2.14241965e-09 2.12801892e-09]
 [2.12801892e-09 2.22358181e-09]]"
0.1,0.16,"[[ 3.84929820e-09 -1.00366246e-07]
 [-1.00366246e-07  2.67793336e-06]]"
0.1,-0.16,"[[2.01594057e-09 2.72523641e-10]
 [2.72523641e-10 2.81493483e-09]]"
0.1,0.05,"[[1.70958731e-09 5.07216417e-09]
 [5.07216417e-09 1.75370198e-08]]"
0.1,-0.05,"[[1.73220921e-09 1.83227567e-10]
 [1.83227567e-10 1.46917680e-09]]"
0.1,0.1,"[[ 2.73802282e-09 -2.96079252e-08]
 [-2.96079252e-08  3.33762860e-07]]"
0.1,-0.1,"[[1.70876641e-09 1.31000292e-09]
 [1.31000292e-09 1.51126840e-09]]"
0.1,0.03,"[[2.22099122e-09 2.61759280e-09]
 [2.61759280e-09 7.55140369e-09]]"
0.1,-0.03,"[[1.60283724e-09 6.63704128e-10]
 [6.63704128e-10 2.07903571e-09]]"
0.1,0.12,"[[ 1.24943308e-08 -2.58036410e-08]
 [-2.58036410e-08  5.61472596e-07]]"
0.1,-0.12,"[[1.18528608e-09 2.07779670e-10]
 [2.07779670e-10 2.75408474e-09]]"
0.1,0.21,"[[ 2.98742465e-08 -1.58082381e-06]
 [-1.58082381e-06  8.46846129e-05]]"
0.1,-0.21,"[[2.51271218e-09 7.91888526e-10]
 [7.91888526e-10 2.70322696e-09]]"
0.1,0.14,"[[ 3.08971652e-09 -5.57069486e-08]
 [-5.57069486e-08  1.01894498e-06]]"
0.1,-0.14,"[[ 1.90846456e-09 -9.76037190e-11]
 [-9.76037190e-11  2.67521153e-09]]"
-0.1,0.25,"[[2.95871552e-09 2.71540581e-09]
 [2.71540581e-09 5.68044410e-09]]"
-0.1,-0.25,"[[1.36569636e-09 7.59783576e-10]
 [7.59783576e-10 4.56948364e-10]]"
-0.1,0.18,"[[ 2.42906656e-09 -5.96830592e-10]
 [-5.96830592e-10  7.02245940e-10]]"
-0.1,-0.18,"[[1.49494471e-09 5.09280299e-10]
 [5.09280299e-10 1.23961630e-09]]"
-0.1,0.23,"[[4.12148620e-09 2.94509876e-09]
 [2.94509876e-09 4.02521657e-09]]"
-0.1,-0.23,"[[1.13301203e-09 1.03839396e-10]
 [1.03839396e-10 5.75000255e-11]]"
-0.1,0.01,"[[1.31310871e-09 7.41540737e-10]
 [7.41540737e-10 2.96125201e-09]]"
-0.1,-0.01,"[[1.27102980e-09 6.01811996e-10]
 [6.01811996e-10 2.09915907e-09]]"
-0.1,0.08,"[[7.70048984e-10 4.14142508e-10]
 [4.14142508e-10 3.61238199e-09]]"
-0.1,-0.08,"[[9.93351352e-10 3.40691805e-10]
 [3.40691805e-10 2.43453703e-09]]"
-0.1,0.16,"[[ 1.73684770e-09 -7.24618315e-10]
 [-7.24618315e-10  1.04075202e-09]]"
-0.1,-0.16,"[[1.55015306e-09 3.27562702e-10]
 [3.27562702e-10 1.26094486e-09]]"
-0.1,0.05,"[[5.79414878e-10 4.38574320e-11]
 [4.38574320e-11 2.74670116e-09]]"
-0.1,-0.05,"[[1.47650262e-09 3.22143641e-10]
 [3.22143641e-10 2.54859988e-09]]"
-0.1,0.1,"[[7.80598110e-10 2.14360779e-10]
 [2.14360779e-10 3.03525635e-09]]"
-0.1,-0.1,"[[1.73135565e-09 5.71577789e-10]
 [5.71577789e-10 2.50629197e-09]]"
-0.1,0.03,"[[9.73787018e-10 5.97410908e-10]
 [5.97410908e-10 2.34194514e-09]]"
-0.1,-0.03,"[[1.14433100e-09 4.79603279e-10]
 [4.79603279e-10 2.40553880e-09]]"
-0.1,0.12,"[[5.49623768e-10 3.91724012e-10]
 [3.91724012e-10 3.10324445e-09]]"
-0.1,-0.12,"[[1.32427083e-09 3.73217749e-10]
 [3.73217749e-10 3.45213808e-09]]"
-0.1,0.21,"[[3.44876498e-09 2.63547363e-09]
 [2.63547363e-09 4.02764483e-09]]"
-0.1,-0.21,"[[ 9.85630289e-10 -1.39860520e-10]
 [-1.39860520e-10  1.61049986e-10]]"
-0.1,0.14,"[[ 1.56600467e-09 -1.10786118e-09]
 [-1.10786118e-09  3.03825103e-09]]"
-0.1,-0.14,"[[ 1.99480845e-09 -1.41174773e-09]
 [-1.41174773e-09  1.47802537e-09]]"
0.03,0.25,"[[2.53949098e-08 6.12979519e-09]
 [6.12979519e-09 2.37005909e-09]]"
0.03,-0.25,"[[1.70208540e-09 6.04176440e-10]
 [6.04176440e-10 2.41408694e-10]]"
0.03,0.18,"[[ 1.35946680e-09 -4.07428885e-11]
 [-4.07428885e-11  1.95191428e-09]]"
0.03,-0.18,"[[ 3.43997038e-09 -9.65942930e-10]
 [-9.65942930e-10  1.29816204e-09]]"
0.03,0.23,"[[2.06442371e-08 3.91717863e-09]
 [3.91717863e-09 1.50685380e-09]]"
0.03,-0.23,"[[ 1.54339978e-09 -5.92905880e-10]
 [-5.92905880e-10  5.01097312e-10]]"
0.03,0.01,"[[1.28964041e-09 3.95469779e-10]
 [3.95469779e-10 1.43623587e-09]]"
0.03,-0.01,"[[ 1.21593110e-09 -2.96524964e-10]
 [-2.96524964e-10  1.43646188e-09]]"
0.03,0.08,"[[2.06157477e-09 3.73932099e-09]
 [3.73932099e-09 7.10493932e-09]]"
0.03,-0.08,"[[2.19441629e-09 9.81803360e-10]
 [9.81803360e-10 1.68070109e-09]]"
0.03,0.16,"[[ 1.21462132e-09 -6.60371072e-10]
 [-6.60371072e-10  2.10438069e-09]]"
0.03,-0.16,"[[1.53965988e-09 4.41702109e-10]
 [4.41702109e-10 3.41520837e-09]]"
0.03,0.05,"[[2.17151269e-09 3.33085391e-09]
 [3.33085391e-09 5.12139230e-09]]"
0.03,-0.05,"[[1.90752675e-09 1.11905887e-09]
 [1.11905887e-09 1.45290718e-09]]"
0.03,0.1,"[[1.21450739e-09 7.38278223e-12]
 [7.38278223e-12 1.50595430e-09]]"
0.03,-0.1,"[[1.90118137e-09 7.39212318e-10]
 [7.39212318e-10 2.90294427e-09]]"
0.03,0.03,"[[1.69795797e-09 1.98921989e-10]
 [1.98921989e-10 9.15104722e-10]]"
0.03,-0.03,"[[2.02283398e-09 1.79500990e-09]
 [1.79500990e-09 1.89112999e-09]]"
0.03,0.12,"[[1.37725453e-09 5.84806504e-11]
 [5.84806504e-11 1.84144473e-09]]"
0.03,-0.12,"[[1.79008700e-09 5.83821096e-10]
 [5.83821096e-10 3.08673180e-09]]"
0.03,0.21,"[[2.14904428e-08 8.09238453e-09]
 [8.09238453e-09 3.51852220e-09]]"
0.03,-0.21,"[[ 2.64463425e-09 -7.31489932e-10]
 [-7.31489932e-10  4.50534733e-10]]"
0.03,0.14,"[[ 1.62198369e-09 -3.12877886e-11]
 [-3.12877886e-11  1.31221793e-09]]"
0.03,-0.14,"[[2.41918083e-09 6.45485687e-10]
 [6.45485687e-10 3.62569907e-09]]"
-0.03,0.25,"[[9.01965213e-10 5.81510809e-10]
 [5.81510809e-10 5.78407085e-10]]"
-0.03,-0.25,"[[1.39906000e-09 1.12509360e-09]
 [1.12509360e-09 1.20346149e-09]]"
-0.03,0.18,"[[1.26925743e-09 2.06569523e-10]
 [2.06569523e-10 5.04221696e-10]]"
-0.03,-0.18,"[[1.77157008e-09 4.48954082e-10]
 [4.48954082e-10 1.66636942e-09]]"
-0.03,0.23,"[[1.17091628e-09 6.29075662e-10]
 [6.29075662e-10 6.07956331e-10]]"
-0.03,-0.23,"[[ 1.15958900e-09 -1.94139512e-10]
 [-1.94139512e-10  4.55482354e-10]]"
-0.03,0.01,"[[ 1.16353932e-09 -7.26279932e-10]
 [-7.26279932e-10  2.38369994e-09]]"
-0.03,-0.01,"[[9.58135618e-10 7.72538395e-10]
 [7.72538395e-10 2.38480008e-09]]"
-0.03,0.08,"[[2.06372403e-09 2.58285450e-09]
 [2.58285450e-09 3.46981814e-09]]"
-0.03,-0.08,"[[2.38930289e-09 8.51304502e-10]
 [8.51304502e-10 2.06903805e-09]]"
-0.03,0.16,"[[6.36444870e-10 3.75628175e-10]
 [3.75628175e-10 9.30813272e-10]]"
-0.03,-0.16,"[[ 3.84248712e-09 -9.14891879e-10]
 [-9.14891879e-10  1.16464572e-09]]"
-0.03,0.05,"[[ 9.63183500e-10 -1.59593362e-10]
 [-1.59593362e-10  1.43071431e-09]]"
-0.03,-0.05,"[[1.00044754e-09 2.69838349e-10]
 [2.69838349e-10 3.92299010e-09]]"
-0.03,0.1,"[[5.84899288e-09 1.10592199e-09]
 [1.10592199e-09 5.65454601e-10]]"
-0.03,-0.1,"[[2.06391550e-09 1.03446507e-09]
 [1.03446507e-09 3.78012559e-09]]"
-0.03,0.03,"[[ 1.01069583e-09 -2.18627718e-10]
 [-2.18627718e-10  1.31933095e-09]]"
-0.03,-0.03,"[[2.30039690e-09 1.00827908e-09]
 [1.00827908e-09 1.30493353e-09]]"
-0.03,0.12,"[[9.76656722e-10 4.86302046e-11]
 [4.86302046e-11 9.93468198e-10]]"
-0.03,-0.12,"[[1.93175634e-09 1.11718744e-10]
 [1.11718744e-10 2.90004972e-09]]"
-0.03,0.21,"[[8.14327474e-10 2.59259504e-10]
 [2.59259504e-10 7.89175233e-10]]"
-0.03,-0.21,"[[ 1.46461956e-09 -4.00100360e-10]
 [-4.00100360e-10  2.63878047e-10]]"
-0.03,0.14,"[[1.01898109e-09 3.19991402e-10]
 [3.19991402e-10 1.15685933e-09]]"
-0.03,-0.14,"[[2.19008964e-09 5.63461147e-10]
 [5.63461147e-10 3.32565787e-09]]"
0.12,0.25,"[[ 1.04241260e-08 -1.13417765e-07]
 [-1.13417765e-07  1.24189603e-06]]"
0.12,-0.25,"[[ 1.50775162e-09 -5.44152144e-10]
 [-5.44152144e-10  5.03272993e-10]]"
0.12,0.18,"[[ 6.42239176e-09 -1.43273382e-07]
 [-1.43273382e-07  4.82731686e-06]]"
0.12,-0.18,"[[ 2.80797423e-09 -1.55529825e-09]
 [-1.55529825e-09  1.81088358e-09]]"
0.12,0.23,"[[ 1.60616791e-08 -4.26979524e-07]
 [-4.26979524e-07  1.13591545e-05]]"
0.12,-0.23,"[[ 1.72053990e-09 -1.00348136e-09]
 [-1.00348136e-09  1.11306233e-09]]"
0.12,0.01,"[[4.27025695e-09 2.07283405e-08]
 [2.07283405e-08 1.06455690e-07]]"
0.12,-0.01,"[[8.67198620e-09 1.76987489e-08]
 [1.76987489e-08 3.83655597e-08]]"
0.12,0.08,"[[ 3.53939522e-08 -3.26260536e-08]
 [-3.26260536e-08  2.52753724e-05]]"
0.12,-0.08,"[[ 1.44897362e-09 -1.97787299e-10]
 [-1.97787299e-10  1.34612176e-09]]"
0.12,0.16,"[[ 2.86681073e-09 -6.55444067e-08]
 [-6.55444067e-08  1.52236648e-06]]"
0.12,-0.16,"[[ 1.36167769e-09 -1.66983760e-09]
 [-1.66983760e-09  4.94260024e-09]]"
0.12,0.05,"[[ 1.02556414e-08 -1.37786365e-08]
 [-1.37786365e-08  2.57568807e-04]]"
0.12,-0.05,"[[1.88808121e-09 3.75698724e-09]
 [3.75698724e-09 7.53788887e-09]]"
0.12,0.1,"[[ 5.50957981e-09 -2.95990670e-07]
 [-2.95990670e-07  1.59509069e-05]]"
0.12,-0.1,"[[8.47410600e-10 7.66422431e-10]
 [7.66422431e-10 2.22048915e-09]]"
0.12,0.03,"[[ 5.01528951e-09 -6.08916518e-08]
 [-6.08916518e-08  7.52362028e-07]]"
0.12,-0.03,"[[2.01332362e-09 1.87176780e-09]
 [1.87176780e-09 6.77103874e-09]]"
0.12,0.12,"[[ 4.41091393e-09 -1.18017396e-07]
 [-1.18017396e-07  3.20807645e-06]]"
0.12,-0.12,"[[1.52140421e-09 1.14414490e-09]
 [1.14414490e-09 1.84081622e-09]]"
0.12,0.21,"[[ 1.10359272e-08 -1.03550364e-06]
 [-1.03550364e-06  1.00284877e-04]]"
0.12,-0.21,"[[2.92083638e-09 3.48162843e-10]
 [3.48162843e-10 2.59294662e-09]]"
0.12,0.14,"[[ 3.12117972e-09 -6.18636335e-08]
 [-6.18636335e-08  1.23635859e-06]]"
0.12,-0.14,"[[ 1.01912731e-09 -9.58773704e-10]
 [-9.58773704e-10  3.75130267e-09]]"
-0.12,0.25,"[[2.34099776e-09 4.07787881e-10]
 [4.07787881e-10 4.11861463e-09]]"
-0.12,-0.25,"[[7.87558132e-10 3.44930100e-10]
 [3.44930100e-10 2.04535737e-10]]"
-0.12,0.18,"[[ 4.10348491e-09 -1.21537849e-09]
 [-1.21537849e-09  1.41613884e-09]]"
-0.12,-0.18,"[[ 1.43052281e-09 -3.59962108e-10]
 [-3.59962108e-10  3.89952836e-10]]"
-0.12,0.23,"[[3.49809932e-09 2.54148876e-09]
 [2.54148876e-09 4.36046662e-09]]"
-0.12,-0.23,"[[9.54271385e-10 1.08971443e-10]
 [1.08971443e-10 5.14066481e-11]]"
-0.12,0.01,"[[1.18182035e-09 6.32017619e-10]
 [6.32017619e-10 1.98851384e-09]]"
-0.12,-0.01,"[[9.96255220e-10 6.80194481e-10]
 [6.80194481e-10 2.27082433e-09]]"
-0.12,0.08,"[[1.44107824e-09 9.96502368e-10]
 [9.96502368e-10 1.71109034e-09]]"
-0.12,-0.08,"[[1.30291098e-09 2.44573620e-10]
 [2.44573620e-10 2.62308794e-09]]"
-0.12,0.16,"[[7.87216541e-10 7.55916652e-11]
 [7.55916652e-11 3.99303576e-09]]"
-0.12,-0.16,"[[ 1.15646821e-09 -4.44742680e-10]
 [-4.44742680e-10  7.37029287e-10]]"
-0.12,0.05,"[[1.38225024e-09 8.49606844e-10]
 [8.49606844e-10 1.68463897e-09]]"
-0.12,-0.05,"[[1.49615861e-09 4.61598815e-10]
 [4.61598815e-10 2.54315573e-09]]"
-0.12,0.1,"[[1.50325675e-09 9.67897296e-10]
 [9.67897296e-10 2.57989524e-09]]"
-0.12,-0.1,"[[1.37746755e-09 7.78194004e-10]
 [7.78194004e-10 2.26586786e-09]]"
-0.12,0.03,"[[1.47780769e-09 5.88007505e-10]
 [5.88007505e-10 1.25448449e-09]]"
-0.12,-0.03,"[[2.10367381e-09 6.25342929e-10]
 [6.25342929e-10 1.63720557e-09]]"
-0.12,0.12,"[[ 6.94315253e-10 -9.52191403e-11]
 [-9.52191403e-11  5.42777037e-09]]"
-0.12,-0.12,"[[3.11799014e-09 5.24384823e-10]
 [5.24384823e-10 1.86534996e-09]]"
-0.12,0.21,"[[2.37187414e-09 6.38513770e-10]
 [6.38513770e-10 1.84854610e-09]]"
-0.12,-0.21,"[[ 9.35281033e-10 -6.10853312e-11]
 [-6.10853312e-11  1.30629788e-10]]"
-0.12,0.14,"[[2.47992474e-09 1.66514135e-09]
 [1.66514135e-09 2.98070518e-09]]"
-0.12,-0.14,"[[ 1.96756203e-09 -1.69498647e-09]
 [-1.69498647e-09  2.26126961e-09]]"
0.21,0.25,"[[9.03694935e-09 7.86246079e-09]
 [7.86246079e-09 7.40891873e-09]]"
0.21,-0.25,"[[ 2.69302940e-09 -2.38132182e-09]
 [-2.38132182e-09  2.93314211e-09]]"
0.21,0.18,"[[ 3.92779603e-09 -2.95704035e-09]
 [-2.95704035e-09  7.04165822e-09]]"
0.21,-0.18,"[[1.78845439e-09 1.02041456e-09]
 [1.02041456e-09 1.66334898e-09]]"
0.21,0.23,"[[8.37807499e-10 2.02380957e-10]
 [2.02380957e-10 1.97058086e-08]]"
0.21,-0.23,"[[ 1.41521437e-09 -7.56040515e-10]
 [-7.56040515e-10  3.72977661e-09]]"
0.21,0.01,"[[ 4.02402157e-09 -6.16578319e-08]
 [-6.16578319e-08  9.64278743e-07]]"
0.21,-0.01,"[[ 2.15867856e-08 -9.91951654e-09]
 [-9.91951654e-09  1.37069624e-07]]"
0.21,0.08,"[[2.26982485e-09 4.68359177e-09]
 [4.68359177e-09 9.87595704e-09]]"
0.21,-0.08,"[[ 9.33477595e-10 -5.05710926e-09]
 [-5.05710926e-09  2.77130614e-08]]"
0.21,0.16,"[[ 5.15048291e-09 -4.72392980e-09]
 [-4.72392980e-09  6.64858048e-09]]"
0.21,-0.16,"[[1.21274061e-09 1.37689582e-09]
 [1.37689582e-09 1.71164864e-09]]"
0.21,0.05,"[[3.62798771e-09 7.05236116e-10]
 [7.05236116e-10 4.44168678e-09]]"
0.21,-0.05,"[[1.93451253e-08 1.69248806e-12]
 [1.69248806e-12 5.60724387e-09]]"
0.21,0.1,"[[ 1.14759084e-08 -3.51258803e-09]
 [-3.51258803e-09  3.02847686e-09]]"
0.21,-0.1,"[[ 2.12768726e-09 -1.34183531e-08]
 [-1.34183531e-08  1.12179177e-07]]"
0.21,0.03,"[[3.16757983e-09 4.10118555e-09]
 [4.10118555e-09 1.11476700e-08]]"
