x,y,covariance
-0.16,-0.25,"[[1.49633827e-09 5.65258818e-10] [5.65258818e-10 2.13591083e-10]]"
-0.16,0.18,"[[2.77137757e-09 9.93299846e-10] [9.93299846e-10 2.74956771e-09]]"
-0.16,-0.18,"[[1.17370403e-09 4.85455003e-10] [4.85455003e-10 1.22642781e-09]]"
-0.16,0.23,"[[3.26965239e-09 1.36903540e-09] [1.36903540e-09 5.23220682e-09]]"
-0.16,-0.23,"[[1.71841451e-09 4.36079257e-10] [4.36079257e-10 1.90843929e-10]]"
-0.16,0.01,"[[1.42636525e-09 3.35509149e-10] [3.35509149e-10 1.10399436e-09]]"
-0.16,-0.01,"[[1.08703403e-09 1.59303465e-10] [1.59303465e-10 8.29031004e-10]]"
-0.16,0.08,"[[1.47577763e-09 6.65701913e-10] [6.65701913e-10 1.53194847e-09]]"
-0.16,-0.08,"[[1.16332195e-09 3.90851778e-10] [3.90851778e-10 2.19301886e-09]]"
-0.16,0.16,"[[2.70661978e-09 1.01312672e-09] [1.01312672e-09 1.74811552e-09]]"
-0.16,-0.16,"[[9.48326290e-10 4.25395610e-10] [4.25395610e-10 1.90086906e-09]]"
-0.16,0.05,"[[1.20647942e-09 3.97044149e-10] [3.97044149e-10 9.78745750e-10]]"
-0.16,-0.05,"[[1.64553002e-09 6.29938264e-10] [6.29938264e-10 1.81303881e-09]]"
-0.16,0.1,"[[1.34267385e-09 3.76975423e-10] [3.76975423e-10 1.11142589e-09]]"
-0.16,-0.1,"[[7.51684528e-10 1.70630113e-10] [1.70630113e-10 2.52249510e-09]]"
-0.16,0.03,"[[1.05626557e-09 3.11164549e-10] [3.11164549e-10 1.16364201e-09]]"
-0.16,-0.03,"[[1.35021055e-09 1.77229108e-10] [1.77229108e-10 1.98019565e-09]]"
-0.16,0.12,"[[1.62774966e-09 6.95555342e-10] [6.95555342e-10 1.20016241e-09]]"
-0.16,-0.12,"[[1.48305543e-09 6.25421762e-10] [6.25421762e-10 2.14083238e-09]]"
-0.16,0.21,"[[3.79712313e-09 1.16399759e-09] [1.16399759e-09 3.47663729e-09]]"
-0.16,-0.21,"[[1.49474161e-09 3.92740162e-10] [3.92740162e-10 8.28738026e-10]]"
-0.16,0.14,"[[2.11090006e-09 7.07836448e-10] [7.07836448e-10 2.20400754e-09]]"
-0.16,-0.14,"[[ 2.02624713e-09 -2.82210918e-10] [-2.82210918e-10  7.65091635e-10]]"
0.05,0.25,"[[6.08468559e-09 1.32062855e-08] [1.32062855e-08 3.03597018e-08]]"
0.05,-0.25,"[[5.62723263e-09 8.33728686e-10] [8.33728686e-10 1.48347951e-10]]"
0.05,0.18,"[[6.02905160e-09 1.19523269e-08] [1.19523269e-08 2.45611003e-08]]"
0.05,-0.18,"[[2.40125116e-09 5.30766521e-10] [5.30766521e-10 2.72863957e-09]]"
0.05,0.23,"[[6.23272155e-09 1.34006119e-08] [1.34006119e-08 3.01403270e-08]]"
0.05,-0.23,"[[3.07035447e-09 6.41528116e-10] [6.41528116e-10 5.22073901e-10]]"
0.05,0.01,"[[1.71713405e-09 3.05842710e-09] [3.05842710e-09 5.44883413e-09]]"
0.05,-0.01,"[[1.98580299e-09 2.71013553e-09] [2.71013553e-09 3.76301538e-09]]"
0.05,0.08,"[[3.77100272e-09 7.83051955e-09] [7.83051955e-09 1.69750597e-08]]"
0.05,-0.08,"[[1.81439820e-09 1.34627091e-09] [1.34627091e-09 1.84265667e-09]]"
0.05,0.16,"[[3.57257498e-09 7.95364075e-09] [7.95364075e-09 1.89245994e-08]]"
0.05,-0.16,"[[2.65041487e-09 1.64920841e-10] [1.64920841e-10 3.37562341e-09]]"
0.05,0.05,"[[2.71736028e-09 5.34776924e-09] [5.34776924e-09 1.06822477e-08]]"
0.05,-0.05,"[[1.73521128e-09 1.36879040e-09] [1.36879040e-09 1.68847775e-09]]"
0.05,0.1,"[[3.94436608e-09 8.56463956e-09] [8.56463956e-09 1.92566283e-08]]"
0.05,-0.1,"[[2.05094616e-09 8.29014290e-10] [8.29014290e-10 1.99934600e-09]]"
0.05,0.03,"[[3.18315975e-09 5.63945660e-09] [5.63945660e-09 1.00758056e-08]]"
0.05,-0.03,"[[2.41170891e-09 2.07354251e-09] [2.07354251e-09 1.86898725e-09]]"
0.05,0.12,"[[4.13598499e-09 8.61729912e-09] [8.61729912e-09 1.84838933e-08]]"
0.05,-0.12,"[[2.61109577e-09 5.44881919e-10] [5.44881919e-10 2.28220052e-09]]"
0.05,0.21,"[[5.17860349e-09 1.11509370e-08] [1.11509370e-08 2.64341501e-08]]"
0.05,-0.21,"[[2.82335093e-09 3.85760513e-10] [3.85760513e-10 6.70839701e-10]]"
0.05,0.14,"[[5.28880488e-09 1.06227613e-08] [1.06227613e-08 2.18557812e-08]]"
0.05,-0.14,"[[3.05529526e-09 2.08262589e-10] [2.08262589e-10 2.34899251e-09]]"
-0.05,0.25,"[[7.06074960e-09 6.85719440e-09] [6.85719440e-09 6.96537206e-09]]"
-0.05,-0.25,"[[2.88980916e-09 1.83605141e-09] [1.83605141e-09 1.18265184e-09]]"
-0.05,0.18,"[[3.54189168e-09 3.95582334e-09] [3.95582334e-09 4.62096012e-09]]"
-0.05,-0.18,"[[2.41679738e-09 2.76009468e-10] [2.76009468e-10 9.39371899e-10]]"
-0.05,0.23,"[[5.22031364e-09 5.47221294e-09] [5.47221294e-09 6.07452985e-09]]"
-0.05,-0.23,"[[2.02202922e-09 6.96885515e-10] [6.96885515e-10 3.22859730e-10]]"
-0.05,0.01,"[[2.05297894e-09 1.29789866e-09] [1.29789866e-09 1.68592934e-09]]"
-0.05,-0.01,"[[1.76918704e-09 8.98604984e-10] [8.98604984e-10 1.66587738e-09]]"
-0.05,0.08,"[[2.47870474e-09 2.39108806e-09] [2.39108806e-09 2.58215108e-09]]"
-0.05,-0.08,"[[1.77074080e-09 7.30443733e-10] [7.30443733e-10 3.51334558e-09]]"
-0.05,0.16,"[[3.61176304e-09 3.89356363e-09] [3.89356363e-09 4.36961393e-09]]"
-0.05,-0.16,"[[1.48894884e-09 2.36297303e-10] [2.36297303e-10 2.39203202e-09]]"
-0.05,0.05,"[[2.09949455e-09 1.61889334e-09] [1.61889334e-09 1.76804024e-09]]"
-0.05,-0.05,"[[1.63139071e-09 1.01653385e-09] [1.01653385e-09 2.20634745e-09]]"
-0.05,0.1,"[[2.70575656e-09 2.91433071e-09] [2.91433071e-09 3.44126843e-09]]"
-0.05,-0.1,"[[2.22812957e-09 4.31490426e-10] [4.31490426e-10 2.42036598e-09]]"
-0.05,0.03,"[[2.17578379e-09 1.50827128e-09] [1.50827128e-09 1.71443848e-09]]"
-0.05,-0.03,"[[1.56485882e-09 8.64383508e-10] [8.64383508e-10 1.52352317e-09]]"
-0.05,0.12,"[[2.49408183e-09 2.61903841e-09] [2.61903841e-09 2.93175164e-09]]"
-0.05,-0.12,"[[ 3.46655842e-09 -1.76055604e-10] [-1.76055604e-10  1.61942434e-09]]"
-0.05,0.21,"[[5.29680341e-09 5.79484736e-09] [5.79484736e-09 6.52110141e-09]]"
-0.05,-0.21,"[[4.20616996e-09 5.37208420e-11] [5.37208420e-11 1.64106188e-10]]"
-0.05,0.14,"[[3.36681658e-09 3.67499848e-09] [3.67499848e-09 4.21533567e-09]]"
-0.05,-0.14,"[[2.01048187e-09 1.27749074e-10] [1.27749074e-10 2.31304299e-09]]"
0.1,0.25,"[[ 1.49124578e-08 -1.56733284e-07] [-1.56733284e-07  1.64862600e-06]]"
0.1,-0.25,"[[5.03935378e-09 1.93173157e-10] [1.93173157e-10 8.84563112e-11]]"
0.1,0.18,"[[ 5.10065030e-09 -2.65333891e-07] [-2.65333891e-07  1.43998738e-05]]"
0.1,-0.18,"[[2.86129627e-09 5.60174716e-10] [5.60174716e-10 3.26821363e-09]]"
0.1,0.23,"[[ 1.12879502e-08 -2.83157223e-07] [-2.83157223e-07  7.10968063e-06]]"
0.1,-0.23,"[[3.48152852e-09 5.29156175e-10] [5.29156175e-10 1.11091403e-09]]"
0.1,0.01,"[[2.36682191e-09 1.03414167e-08] [1.03414167e-08 4.78170335e-08]]"
0.1,-0.01,"[[2.82069439e-09 7.35663049e-09] [7.35663049e-09 1.93218497e-08]]"
0.1,0.08,"[[ 3.50563849e-09 -9.66373208e-09] [-9.66373208e-09  6.26487255e-08]]"
0.1,-0.08,"[[2.82218632e-09 2.33799995e-09] [2.33799995e-09 2.16774927e-09]]"
0.1,0.16,"[[ 3.90883340e-09 -1.02789871e-07] [-1.02789871e-07  3.09049950e-06]]"
0.1,-0.16,"[[2.11616007e-09 3.66751330e-10] [3.66751330e-10 2.81917308e-09]]"
0.1,0.05,"[[2.32259918e-09 1.07502054e-08] [1.07502054e-08 5.81000076e-08]]"
0.1,-0.05,"[[2.43454256e-09 3.41031534e-09] [3.41031534e-09 4.77785413e-09]]"
0.1,0.1,"[[ 1.72961762e-09 -1.52560349e-08] [-1.52560349e-08  2.16877034e-07]]"
0.1,-0.1,"[[2.93294807e-09 1.83822595e-09] [1.83822595e-09 1.92994814e-09]]"
0.1,0.03,"[[2.42615556e-09 1.31889418e-08] [1.31889418e-08 7.93893008e-08]]"
0.1,-0.03,"[[2.87413808e-09 5.48873358e-09] [5.48873358e-09 1.05271041e-08]]"
0.1,0.12,"[[ 2.96671207e-09 -4.03119142e-08] [-4.03119142e-08  5.53136199e-07]]"
0.1,-0.12,"[[2.32843053e-09 1.19980074e-09] [1.19980074e-09 2.69667250e-09]]"
0.1,0.21,"[[ 3.34181030e-06 -7.86585847e-06] [-7.86585847e-06  2.93286323e-05]]"
0.1,-0.21,"[[2.22211918e-09 2.62278040e-10] [2.62278040e-10 2.53443085e-09]]"
0.1,0.14,"[[ 3.30296811e-09 -5.67513984e-08] [-5.67513984e-08  9.88638770e-07]]"
0.1,-0.14,"[[ 4.81923067e-09 -3.37142760e-10] [-3.37142760e-10  1.66641340e-09]]"
-0.1,0.25,"[[6.01560629e-09 4.62370318e-09] [4.62370318e-09 6.01321940e-09]]"
-0.1,-0.25,"[[1.87808439e-09 1.02990923e-09] [1.02990923e-09 5.72309952e-10]]"
-0.1,0.18,"[[4.09635326e-09 3.46469853e-09] [3.46469853e-09 3.85465901e-09]]"
-0.1,-0.18,"[[2.12579047e-09 1.89827572e-10] [1.89827572e-10 6.35997858e-10]]"
-0.1,0.23,"[[4.87823091e-09 3.69496277e-09] [3.69496277e-09 4.38190044e-09]]"
-0.1,-0.23,"[[2.06646458e-09 5.02249008e-10] [5.02249008e-10 1.41212794e-10]]"
-0.1,0.01,"[[1.50905990e-09 8.09548297e-10] [8.09548297e-10 1.67404738e-09]]"
-0.1,-0.01,"[[1.84250558e-09 4.32624613e-10] [4.32624613e-10 1.36627171e-09]]"
-0.1,0.08,"[[1.48254945e-09 1.09244956e-09] [1.09244956e-09 1.33509039e-09]]"
-0.1,-0.08,"[[1.12388203e-09 2.07458012e-10] [2.07458012e-10 2.27431960e-09]]"
-0.1,0.16,"[[3.51550891e-09 2.88457349e-09] [2.88457349e-09 3.45992482e-09]]"
-0.1,-0.16,"[[ 2.65997228e-09 -1.45803193e-10] [-1.45803193e-10  9.05308298e-10]]"
-0.1,0.05,"[[1.59971722e-09 1.07539125e-09] [1.07539125e-09 1.44069743e-09]]"
-0.1,-0.05,"[[1.43793381e-09 5.22188533e-10] [5.22188533e-10 3.00083422e-09]]"
-0.1,0.1,"[[2.25997768e-09 1.70612508e-09] [1.70612508e-09 1.93326147e-09]]"
-0.1,-0.1,"[[1.46634459e-09 4.31393934e-10] [4.31393934e-10 2.85570418e-09]]"
-0.1,0.03,"[[1.56498715e-09 8.79737565e-10] [8.79737565e-10 1.49514620e-09]]"
-0.1,-0.03,"[[1.66864031e-09 4.69421167e-10] [4.69421167e-10 1.98246129e-09]]"
-0.1,0.12,"[[2.61106774e-09 1.27722642e-09] [1.27722642e-09 1.83924281e-09]]"
-0.1,-0.12,"[[1.40490833e-09 4.44357567e-10] [4.44357567e-10 2.60527648e-09]]"
-0.1,0.21,"[[4.34460756e-09 3.31364576e-09] [3.31364576e-09 4.57498411e-09]]"
-0.1,-0.21,"[[1.53086680e-09 5.87570855e-10] [5.87570855e-10 4.81005885e-10]]"
-0.1,0.14,"[[2.44093686e-09 1.91726906e-09] [1.91726906e-09 2.68208369e-09]]"
-0.1,-0.14,"[[1.55174931e-09 2.11645425e-10] [2.11645425e-10 2.44120070e-09]]"
0.03,0.25,"[[8.87472674e-09 1.56187477e-08] [1.56187477e-08 2.82745633e-08]]"
0.03,-0.25,"[[2.46702736e-09 1.25619319e-09] [1.25619319e-09 6.40595543e-10]]"
0.03,0.18,"[[4.53147771e-09 8.34871900e-09] [8.34871900e-09 1.60814244e-08]]"
0.03,-0.18,"[[ 4.33361594e-09 -6.46012647e-10] [-6.46012647e-10  1.14345670e-09]]"
0.03,0.23,"[[6.58422867e-09 1.29859407e-08] [1.29859407e-08 2.76510356e-08]]"
0.03,-0.23,"[[2.25070215e-09 3.18745321e-10] [3.18745321e-10 3.22706540e-10]]"
0.03,0.01,"[[2.40407850e-09 3.06486776e-09] [3.06486776e-09 3.91542049e-09]]"
0.03,-0.01,"[[3.01613784e-09 3.15086828e-09] [3.15086828e-09 3.45537552e-09]]"
0.03,0.08,"[[2.88605890e-09 5.30565553e-09] [5.30565553e-09 9.96343269e-09]]"
0.03,-0.08,"[[1.91046196e-09 1.16733011e-09] [1.16733011e-09 2.89197652e-09]]"
0.03,0.16,"[[4.57201267e-09 8.23934256e-09] [8.23934256e-09 1.53266680e-08]]"
0.03,-0.16,"[[3.90444555e-09 7.70896800e-11] [7.70896800e-11 2.22889712e-09]]"
0.03,0.05,"[[2.70747672e-09 4.07400922e-09] [4.07400922e-09 6.19148317e-09]]"
0.03,-0.05,"[[2.27208060e-09 1.67003774e-09] [1.67003774e-09 2.14307061e-09]]"
0.03,0.1,"[[3.39119807e-09 6.52605711e-09] [6.52605711e-09 1.29629759e-08]]"
0.03,-0.1,"[[1.85304361e-09 8.91226102e-10] [8.91226102e-10 2.27489106e-09]]"
0.03,0.03,"[[2.48355473e-09 3.48078548e-09] [3.48078548e-09 4.88212922e-09]]"
0.03,-0.03,"[[2.62330807e-09 2.22930817e-09] [2.22930817e-09 2.20426919e-09]]"
0.03,0.12,"[[3.58735011e-09 6.46471313e-09] [6.46471313e-09 1.20188825e-08]]"
0.03,-0.12,"[[2.09395228e-09 5.14648705e-10] [5.14648705e-10 2.62335918e-09]]"
0.03,0.21,"[[6.76632124e-09 1.31082681e-08] [1.31082681e-08 2.66086094e-08]]"
0.03,-0.21,"[[2.45190246e-09 3.19665728e-10] [3.19665728e-10 5.42952378e-10]]"
0.03,0.14,"[[3.55036139e-09 6.80229506e-09] [6.80229506e-09 1.33478286e-08]]"
0.03,-0.14,"[[3.45614952e-09 2.17049673e-10] [2.17049673e-10 1.53591486e-09]]"
-0.03,0.25,"[[6.27427334e-09 9.40284186e-09] [9.40284186e-09 1.41731125e-08]]"
-0.03,-0.25,"[[2.36271920e-09 1.51826755e-09] [1.51826755e-09 9.79965963e-10]]"
-0.03,0.18,"[[5.08597837e-09 6.10643361e-09] [6.10643361e-09 7.34714117e-09]]"
-0.03,-0.18,"[[2.15054306e-09 1.95681345e-10] [1.95681345e-10 1.35864439e-09]]"
-0.03,0.23,"[[6.30192426e-09 7.08612552e-09] [7.08612552e-09 7.98155537e-09]]"
-0.03,-0.23,"[[1.00835314e-09 2.85119742e-10] [2.85119742e-10 9.53278896e-10]]"
-0.03,0.01,"[[1.92535989e-09 1.55097070e-09] [1.55097070e-09 1.95596285e-09]]"
-0.03,-0.01,"[[1.48675771e-09 9.82235885e-10] [9.82235885e-10 1.53893074e-09]]"
-0.03,0.08,"[[2.76594920e-09 2.93636359e-09] [2.93636359e-09 3.22501629e-09]]"
-0.03,-0.08,"[[3.24314686e-09 2.40597837e-10] [2.40597837e-10 1.73374753e-09]]"
-0.03,0.16,"[[3.89523821e-09 4.68026818e-09] [4.68026818e-09 5.63587444e-09]]"
-0.03,-0.16,"[[ 3.99037742e-09 -9.65317206e-10] [-9.65317206e-10  1.14010688e-09]]"
-0.03,0.05,"[[3.21333561e-09 3.41877551e-09] [3.41877551e-09 3.85394811e-09]]"
-0.03,-0.05,"[[1.48240819e-09 3.33485201e-10] [3.33485201e-10 1.35680075e-09]]"
-0.03,0.1,"[[3.59052859e-09 4.28423587e-09] [4.28423587e-09 5.17418349e-09]]"
-0.03,-0.1,"[[ 2.13186852e-09 -8.13192821e-10] [-8.13192821e-10  1.33146958e-09]]"
-0.03,0.03,"[[2.27516438e-09 1.99578740e-09] [1.99578740e-09 2.25942634e-09]]"
-0.03,-0.03,"[[2.75459173e-09 1.33776625e-09] [1.33776625e-09 1.72040421e-09]]"
-0.03,0.12,"[[3.37510817e-09 4.11139002e-09] [4.11139002e-09 5.04588489e-09]]"
-0.03,-0.12,"[[2.03937741e-09 1.15811349e-10] [1.15811349e-10 2.99461829e-09]]"
-0.03,0.21,"[[5.42763397e-09 6.35581363e-09] [6.35581363e-09 7.45758735e-09]]"
-0.03,-0.21,"[[2.29508442e-09 3.67219833e-10] [3.67219833e-10 2.41718662e-10]]"
-0.03,0.14,"[[2.81534915e-09 4.33021446e-09] [4.33021446e-09 6.76345720e-09]]"
-0.03,-0.14,"[[2.32898464e-09 3.56048523e-10] [3.56048523e-10 2.34499836e-09]]"
0.12,0.25,"[[ 1.50226655e-08 -2.31231895e-08] [-2.31231895e-08  1.52156427e-06]]"
0.12,-0.25,"[[2.62807828e-09 4.12311058e-10] [4.12311058e-10 5.14385319e-10]]"
0.12,0.18,"[[ 6.11529513e-09 -1.82755217e-07] [-1.82755217e-07  5.78460645e-06]]"
0.12,-0.18,"[[2.45431944e-09 1.11494934e-09] [1.11494934e-09 4.09762018e-09]]"
0.12,0.23,"[[ 1.04829751e-08 -2.92488653e-07] [-2.92488653e-07  8.17221489e-06]]"
0.12,-0.23,"[[2.31788623e-09 4.02104184e-10] [4.02104184e-10 1.50115569e-09]]"
0.12,0.01,"[[3.12348018e-09 2.13880275e-08] [2.13880275e-08 1.47563310e-07]]"
0.12,-0.01,"[[2.20311222e-09 1.23303657e-08] [1.23303657e-08 6.90351142e-08]]"
0.12,0.08,"[[6.96608353e-08 2.85249085e-07] [2.85249085e-07 2.37368837e-05]]"
0.12,-0.08,"[[2.56873704e-09 2.96832174e-09] [2.96832174e-09 3.46400021e-09]]"
0.12,0.16,"[[ 4.85472429e-09 -8.99278728e-08] [-8.99278728e-08  1.89116934e-06]]"
0.12,-0.16,"[[2.61644409e-09 9.25301668e-10] [9.25301668e-10 2.82645184e-09]]"
0.12,0.05,"[[6.56850178e-09 1.48914384e-07] [1.48914384e-07 3.49937041e-04]]"
0.12,-0.05,"[[2.24744934e-09 4.54575256e-09] [4.54575256e-09 9.25099437e-09]]"
0.12,0.1,"[[ 3.20393486e-08 -6.09462714e-07] [-6.09462714e-07  1.48439084e-05]]"
0.12,-0.1,"[[1.89380132e-09 1.47896505e-09] [1.47896505e-09 1.80737728e-09]]"
0.12,0.03,"[[ 8.19398038e-09 -4.50171736e-08] [-4.50171736e-08  7.67184832e-07]]"
0.12,-0.03,"[[2.37412455e-09 8.10960367e-09] [8.10960367e-09 2.77481380e-08]]"
0.12,0.12,"[[ 4.81311946e-09 -1.20088865e-07] [-1.20088865e-07  3.30360106e-06]]"
0.12,-0.12,"[[3.05336766e-09 1.99065256e-09] [1.99065256e-09 2.45186451e-09]]"
0.12,0.21,"[[ 2.29145758e-08 -4.96457543e-07] [-4.96457543e-07  5.05872646e-05]]"
0.12,-0.21,"[[ 4.79349275e-09 -1.35164550e-09] [-1.35164550e-09  1.67780879e-09]]"
0.12,0.14,"[[ 2.66619238e-09 -5.09973133e-08] [-5.09973133e-08  1.33112018e-06]]"
0.12,-0.14,"[[2.45453949e-09 1.21258648e-09] [1.21258648e-09 2.73775955e-09]]"
-0.12,0.25,"[[4.70202953e-09 3.44427911e-09] [3.44427911e-09 5.72872996e-09]]"
-0.12,-0.25,"[[1.55405862e-09 7.57487215e-10] [7.57487215e-10 3.73733619e-10]]"
-0.12,0.18,"[[3.45056454e-09 2.64480075e-09] [2.64480075e-09 3.40873884e-09]]"
-0.12,-0.18,"[[ 2.49978964e-09 -1.05413191e-09] [-1.05413191e-09  7.96362097e-10]]"
-0.12,0.23,"[[4.95214189e-09 3.27922859e-09] [3.27922859e-09 4.81069963e-09]]"
-0.12,-0.23,"[[2.19082986e-09 2.04871719e-10] [2.04871719e-10 5.23176066e-11]]"
-0.12,0.01,"[[2.86774492e-09 5.47412948e-10] [5.47412948e-10 1.04214972e-09]]"
-0.12,-0.01,"[[1.77758967e-09 4.07291724e-10] [4.07291724e-10 1.58107360e-09]]"
-0.12,0.08,"[[1.62594874e-09 7.81114802e-10] [7.81114802e-10 1.12281976e-09]]"
-0.12,-0.08,"[[1.62743699e-09 2.16860689e-10] [2.16860689e-10 2.66373666e-09]]"
-0.12,0.16,"[[2.79309767e-09 2.19591898e-09] [2.19591898e-09 2.70189047e-09]]"
-0.12,-0.16,"[[1.43748351e-09 3.25942683e-10] [3.25942683e-10 2.07529918e-09]]"
-0.12,0.05,"[[3.99575902e-09 1.02222780e-09] [1.02222780e-09 9.24924812e-10]]"
-0.12,-0.05,"[[3.48255871e-09 9.04321408e-11] [9.04321408e-11 1.15757914e-09]]"
-0.12,0.1,"[[2.10495329e-09 1.38326996e-09] [1.38326996e-09 1.87321462e-09]]"
-0.12,-0.1,"[[1.52184064e-09 2.45675229e-10] [2.45675229e-10 2.31948855e-09]]"
-0.12,0.03,"[[1.74126889e-09 8.38138899e-10] [8.38138899e-10 1.40404595e-09]]"
-0.12,-0.03,"[[1.34328241e-09 1.73058469e-10] [1.73058469e-10 1.57511640e-09]]"
-0.12,0.12,"[[2.51796847e-09 1.65443457e-09] [1.65443457e-09 2.02323720e-09]]"
-0.12,-0.12,"[[ 3.64044059e-09 -7.18715153e-10] [-7.18715153e-10  1.30375483e-09]]"
-0.12,0.21,"[[3.29634331e-09 1.87162926e-09] [1.87162926e-09 3.54832899e-09]]"
-0.12,-0.21,"[[1.17755871e-09 3.01930332e-10] [3.01930332e-10 3.84104191e-10]]"
-0.12,0.14,"[[2.45589201e-09 1.41603555e-09] [1.41603555e-09 2.07182770e-09]]"
-0.12,-0.14,"[[1.43946224e-09 1.09634608e-10] [1.09634608e-10 2.30618170e-09]]"
0.21,0.25,"[[9.54088479e-09 8.49857120e-09] [8.49857120e-09 7.95694762e-09]]"
0.21,-0.25,"[[2.25990520e-09 3.04118652e-11] [3.04118652e-11 4.44857996e-09]]"
0.21,0.18,"[[5.82041964e-09 7.28546497e-09] [7.28546497e-09 9.51168111e-09]]"
0.21,-0.18,"[[2.83619822e-09 1.34771330e-09] [1.34771330e-09 1.27262747e-09]]"
0.21,0.23,"[[7.37602841e-09 6.18346799e-09] [6.18346799e-09 5.70083291e-09]]"
0.21,-0.23,"[[5.17661955e-09 3.11908312e-11] [3.11908312e-11 2.62005042e-09]]"
0.21,0.01,"[[ 1.39476271e-08 -6.92400372e-08] [-6.92400372e-08  8.13708845e-07]]"
0.21,-0.01,"[[ 1.97221455e-09 -2.21319887e-08] [-2.21319887e-08  2.71474773e-07]]"
0.21,0.08,"[[3.22369227e-09 6.44702518e-09] [6.44702518e-09 1.31498119e-08]]"
0.21,-0.08,"[[ 1.55863069e-09 -7.05654084e-09] [-7.05654084e-09  3.19775800e-08]]"
0.21,0.16,"[[5.21858452e-09 6.71758284e-09] [6.71758284e-09 8.90295446e-09]]"
0.21,-0.16,"[[2.07800666e-09 1.74453369e-09] [1.74453369e-09 1.78585898e-09]]"
0.21,0.05,"[[4.14296315e-09 8.69390551e-09] [8.69390551e-09 1.84902630e-08]]"
0.21,-0.05,"[[ 1.96038458e-09 -7.08156442e-09] [-7.08156442e-09  2.62781009e-08]]"
0.21,0.1,"[[3.85127265e-09 6.18426539e-09] [6.18426539e-09 9.93459950e-09]]"
0.21,-0.1,"[[ 3.55524164e-09 -1.98202183e-08] [-1.98202183e-08  1.89734187e-07]]"
0.21,0.03,"[[2.19253458e-09 6.42850801e-09] [6.42850801e-09 2.11163603e-08]]"
0.21,-0.03,"[[ 2.52156796e-09 -1.12818226e-08] [-1.12818226e-08  5.17312808e-08]]"
0.21,0.12,"[[3.42436799e-09 6.05062153e-09] [6.05062153e-09 1.07304639e-08]]"
0.21,-0.12,"[[3.33519441e-09 1.69319714e-08] [1.69319714e-08 8.61639927e-08]]"
0.21,0.21,"[[7.39711618e-09 7.54644917e-09] [7.54644917e-09 8.40766859e-09]]"
0.21,-0.21,"[[2.49400658e-09 4.82165222e-10] [4.82165222e-10 2.44292003e-09]]"
0.21,0.14,"[[5.17400024e-09 7.92636873e-09] [7.92636873e-09 1.22520413e-08]]"
0.21,-0.14,"[[2.43707276e-09 3.95437577e-09] [3.95437577e-09 6.44136912e-09]]"
-0.21,0.25,"[[3.67963036e-09 9.49473595e-10] [9.49473595e-10 3.63008996e-09]]"
-0.21,-0.25,"[[7.89860997e-10 1.74783603e-10] [1.74783603e-10 4.60348912e-11]]"
-0.21,0.18,"[[1.60939159e-09 6.14849448e-10] [6.14849448e-10 2.43325083e-09]]"
-0.21,-0.18,"[[8.18761797e-10 4.84405678e-10] [4.84405678e-10 1.39086029e-09]]"
-0.21,0.23,"[[2.31466821e-09 6.45689673e-10] [6.45689673e-10 4.20295526e-09]]"
-0.21,-0.23,"[[1.16504125e-09 2.46371065e-11] [2.46371065e-11 1.31835716e-10]]"
-0.21,0.01,"[[1.71755719e-09 5.12846857e-11] [5.12846857e-11 4.98550217e-10]]"
-0.21,-0.01,"[[7.88280168e-10 8.47723097e-11] [8.47723097e-11 5.49267238e-10]]"
-0.21,0.08,"[[1.05239368e-09 2.42962545e-10] [2.42962545e-10 8.21920517e-10]]"
-0.21,-0.08,"[[ 9.88119743e-10 -1.25907781e-10] [-1.25907781e-10  7.08709431e-10]]"
-0.21,0.16,"[[1.65770159e-09 5.29188218e-10] [5.29188218e-10 1.94495833e-09]]"
-0.21,-0.16,"[[7.96464568e-10 1.95842597e-10] [1.95842597e-10 2.49178712e-09]]"
-0.21,0.05,"[[1.00871244e-09 2.81415917e-10] [2.81415917e-10 7.01846510e-10]]"
-0.21,-0.05,"[[1.05026519e-09 3.91196858e-10] [3.91196858e-10 1.22638648e-09]]"
-0.21,0.1,"[[1.03675295e-09 2.38145012e-10] [2.38145012e-10 6.55817883e-10]]"
-0.21,-0.1,"[[ 2.15469750e-09 -2.48248456e-10] [-2.48248456e-10  7.90843354e-10]]"
-0.21,0.03,"[[1.14115265e-09 2.99273779e-10] [2.99273779e-10 6.73009330e-10]]"
-0.21,-0.03,"[[1.02000112e-09 2.22418146e-10] [2.22418146e-10 1.03090601e-09]]"
-0.21,0.12,"[[1.56780366e-09 2.04316675e-10] [2.04316675e-10 9.30385265e-10]]"
-0.21,-0.12,"[[1.01842323e-09 5.45762653e-10] [5.45762653e-10 2.06986946e-09]]"
-0.21,0.21,"[[2.04148288e-09 1.40821617e-10] [1.40821617e-10 3.97146482e-09]]"
-0.21,-0.21,"[[ 1.55199250e-09 -7.68116329e-10] [-7.68116329e-10  6.21555283e-10]]"
-0.21,0.14,"[[1.83547178e-09 5.68349032e-10] [5.68349032e-10 1.21694883e-09]]"
-0.21,-0.14,"[[ 1.24487660e-09 -3.15750459e-10] [-3.15750459e-10  5.69751039e-10]]"
0.14,0.25,"[[ 1.85768725e-08 -6.01353056e-07] [-6.01353056e-07  2.24569530e-05]]"
0.14,-0.25,"[[2.85219885e-09 5.11134777e-10] [5.11134777e-10 8.97982249e-10]]"
