x,y,mdq,mdu,sdq,sdu,bad_apples
-0.1,0.05,0.0188836,-0.0142298,2.4e-05,5.21e-05,0
-0.1,-0.05,0.00099,-0.0013166,3.82e-05,5.02e-05,0
-0.1,0.1,0.0218802,-0.0050151,2.78e-05,5.48e-05,0
-0.1,-0.1,0.000148,0.0003975,4.14e-05,4.98e-05,0
-0.1,0.03,0.0090669,-0.0082448,3.1e-05,4.82e-05,0
-0.1,-0.03,0.0037524,-0.0050113,3.37e-05,4.88e-05,0
-0.1,0.12,0.0196959,-0.0028902,2.33e-05,5.54e-05,0
-0.1,-0.12,-0.000264,0.0003201,3.62e-05,5.85e-05,0
-0.1,0.21,0.002504,0.0021497,5.84e-05,6.31e-05,0
-0.1,-0.21,0.0141812,0.0133126,3.12e-05,1.26e-05,0
-0.1,0.14,0.0393159,0.0010909,3.94e-05,5.48e-05,0
-0.1,-0.14,-0.003855,0.0327359,4.44e-05,3.83e-05,0
0.03,0.25,0.0784361,0.0562775,0.0001586,4.84e-05,0
0.03,-0.25,0.004849,0.0055378,4.1e-05,1.55e-05,0
0.03,0.18,0.0376863,0.033933,3.67e-05,4.4e-05,0
0.03,-0.18,-0.0070368,0.0183895,5.84e-05,3.58e-05,0
0.03,0.23,0.0758399,0.0528476,0.000143,3.86e-05,0
0.03,-0.23,0.0117859,0.0188558,3.91e-05,2.23e-05,0
0.03,0.01,0.0372041,0.0200962,3.57e-05,3.77e-05,0
0.03,-0.01,0.0354684,0.0098993,3.47e-05,3.77e-05,0
0.03,0.08,0.0047105,0.0042061,4.52e-05,8.39e-05,0
0.03,-0.08,0.0040087,-0.0020972,4.66e-05,4.08e-05,0
0.03,0.16,0.0384172,0.0301532,3.47e-05,4.56e-05,0
0.03,-0.16,-0.0005806,0.0011874,3.9e-05,5.81e-05,0
0.03,0.05,0.0047412,0.0040492,4.64e-05,7.12e-05,0
0.03,-0.05,0.0048916,-0.0013615,4.35e-05,3.79e-05,0
0.03,0.1,0.0384087,0.0346624,3.47e-05,3.86e-05,0
0.03,-0.1,0.0019476,-0.0011791,4.34e-05,5.36e-05,0
0.03,0.03,0.0397067,0.0261973,4.1e-05,3.01e-05,0
0.03,-0.03,0.0048335,5.27e-05,4.48e-05,4.33e-05,0
0.03,0.12,0.0381116,0.0352847,3.69e-05,4.27e-05,0
0.03,-0.12,0.0012212,0.0002872,4.21e-05,5.53e-05,0
0.03,0.21,0.0776873,0.0608042,0.0001459,5.9e-05,0
0.03,-0.21,0.0014286,0.0166878,5.12e-05,2.11e-05,0
0.03,0.14,0.0381015,0.0382127,4.01e-05,3.6e-05,0
0.03,-0.14,0.00041,0.0009724,4.89e-05,5.99e-05,0
-0.03,0.25,0.0368998,0.0330922,2.99e-05,2.39e-05,0
-0.03,-0.25,0.0192208,0.0198016,3.72e-05,3.45e-05,0
-0.03,0.18,0.0358338,0.0264285,3.54e-05,2.23e-05,0
-0.03,-0.18,6.07e-05,0.0008179,4.19e-05,4.06e-05,0
-0.03,0.23,0.036008,0.0317192,3.4e-05,2.45e-05,0
-0.03,-0.23,0.01457,0.0184715,3.39e-05,2.12e-05,0
-0.03,0.01,0.0336103,-0.002667,3.39e-05,4.86e-05,0
-0.03,-0.01,0.0169251,-0.0055483,3.08e-05,4.86e-05,0
-0.03,0.08,0.0043891,0.0014829,4.52e-05,5.86e-05,0
-0.03,-0.08,0.0014333,-0.0011036,4.86e-05,4.53e-05,0
-0.03,0.16,0.0348288,0.025317,2.51e-05,3.04e-05,0
-0.03,-0.16,-0.0061575,0.0185184,6.17e-05,3.4e-05,0
-0.03,0.05,0.0362728,0.0088749,3.09e-05,3.76e-05,0
-0.03,-0.05,0.0121884,-0.0098368,3.15e-05,6.23e-05,0
-0.03,0.1,0.0657138,0.034799,7.61e-05,2.37e-05,0
-0.03,-0.1,0.0017653,-0.0008186,4.52e-05,6.12e-05,0
-0.03,0.03,0.0331547,0.0053964,3.16e-05,3.61e-05,0
-0.03,-0.03,0.0033143,-0.0019321,4.77e-05,3.59e-05,0
-0.03,0.12,0.0329195,0.0189661,3.11e-05,3.14e-05,0
-0.03,-0.12,0.000146,0.0008511,4.37e-05,5.36e-05,0
-0.03,0.21,0.0343954,0.0257866,2.84e-05,2.8e-05,0
-0.03,-0.21,0.0069637,0.0145695,3.81e-05,1.62e-05,0
-0.03,0.14,0.033389,0.0219324,3.18e-05,3.38e-05,0
-0.03,-0.14,-0.0001874,0.0005047,4.66e-05,5.74e-05,0
0.12,0.25,0.0053827,-0.0085213,0.0001016,0.0011088,0
0.12,-0.25,0.0148838,0.0156918,3.86e-05,2.23e-05,0
0.12,0.18,0.0076185,0.0131461,7.97e-05,0.0021861,0
0.12,-0.18,0.0414007,0.0129184,5.27e-05,4.23e-05,0
0.12,0.23,0.0052783,-0.0203149,0.0001261,0.0033534,0
0.12,-0.23,0.0109303,0.0203581,4.13e-05,3.32e-05,0
0.12,0.01,0.0384127,0.2073656,6.5e-05,0.0003246,0
0.12,-0.01,0.0773194,0.2278605,9.27e-05,0.0001949,0
0.12,0.08,0.0061056,0.0745069,0.0001872,0.0050023,0
0.12,-0.08,0.0399859,0.0150639,3.79e-05,3.65e-05,0
0.12,0.16,0.0049956,0.0064475,5.33e-05,0.0012277,0
0.12,-0.16,0.0301932,-0.008581,3.67e-05,7e-05,0
0.12,0.05,0.0050113,-0.0890716,0.0001008,0.0159685,0
0.12,-0.05,0.0051601,0.0054159,4.32e-05,8.64e-05,0
0.12,0.1,0.0050346,0.0113571,7.39e-05,0.0039738,0
0.12,-0.1,0.0202043,-0.0018598,2.9e-05,4.69e-05,0
0.12,0.03,0.0051342,0.067378,7.05e-05,0.000863,0
0.12,-0.03,0.0411539,0.0710408,4.46e-05,8.19e-05,0
0.12,0.12,0.0049079,0.0061419,6.61e-05,0.0017821,0
0.12,-0.12,0.0046207,-0.0013685,3.88e-05,4.27e-05,0
0.12,0.21,0.0058053,-0.0740185,0.0001045,0.009964,0
0.12,-0.21,-0.0001259,0.0005103,5.38e-05,5.07e-05,0
0.12,0.14,0.004821,0.0055492,5.56e-05,0.0011063,0
0.12,-0.14,0.0276384,-0.0136678,3.18e-05,6.09e-05,0
-0.12,0.25,0.0414053,0.0440734,4.81e-05,6.39e-05,0
-0.12,-0.25,0.0117401,0.0089581,2.79e-05,1.42e-05,0
-0.12,0.18,0.0605639,0.0134179,6.37e-05,3.74e-05,0
-0.12,-0.18,0.0222806,0.0157514,3.76e-05,1.96e-05,0
-0.12,0.23,0.0013913,0.0023005,5.88e-05,6.57e-05,0
-0.12,-0.23,0.0118203,0.0088601,3.07e-05,7.1e-06,0
-0.12,0.01,0.0017581,-0.002546,3.42e-05,4.44e-05,0
-0.12,-0.01,0.0026271,-0.0049898,3.14e-05,4.74e-05,0
-0.12,0.08,0.0020516,-0.0022479,3.78e-05,4.12e-05,0
-0.12,-0.08,0.0002127,4.04e-05,3.59e-05,5.1e-05,0
-0.12,0.16,0.022721,-0.0051554,2.79e-05,6.29e-05,0
-0.12,-0.16,0.0189441,0.0218772,3.38e-05,2.7e-05,0
-0.12,0.05,0.0016798,-0.0023308,3.7e-05,4.08e-05,0
-0.12,-0.05,0.0008708,-0.0014038,3.85e-05,5.02e-05,0
-0.12,0.1,0.0066229,-0.005907,3.86e-05,5.05e-05,0
-0.12,-0.1,-0.0001547,0.0003094,3.69e-05,4.74e-05,0
-0.12,0.03,0.0023151,-0.0022326,3.82e-05,3.52e-05,0
-0.12,-0.03,0.0007026,-0.0020814,4.56e-05,4.03e-05,0
-0.12,0.12,0.0262248,-0.0172688,2.62e-05,7.33e-05,0
-0.12,-0.12,-0.012823,0.0140978,5.56e-05,4.3e-05,0
-0.12,0.21,0.0478852,0.0342657,4.85e-05,4.28e-05,0
-0.12,-0.21,0.0174476,0.0117487,3.04e-05,1.14e-05,0
-0.12,0.14,0.0017786,-0.0007407,4.95e-05,5.43e-05,0
-0.12,-0.14,-0.0027037,0.0431995,4.41e-05,4.73e-05,0
0.21,0.25,0.0018468,-0.0014421,9.46e-05,8.56e-05,0
0.21,-0.25,0.0022938,0.0407326,5.16e-05,5.39e-05,0
0.21,0.18,0.0595137,0.0029537,6.24e-05,8.35e-05,0
0.21,-0.18,0.0056246,-0.0027274,4.21e-05,4.06e-05,0
0.21,0.23,0.0395979,-0.0202171,2.88e-05,0.0001397,0
0.21,-0.23,0.025447,0.0452181,3.74e-05,6.08e-05,0
0.21,0.01,0.0050448,0.0185099,6.31e-05,0.0009771,0
0.21,-0.01,0.0360079,-0.0376752,0.0001462,0.0003684,0
0.21,0.08,0.0047572,0.0021377,4.74e-05,9.89e-05,0
0.21,-0.08,0.0048629,-0.0083511,3.04e-05,0.0001656,0
0.21,0.16,0.0620855,0.0032184,7.14e-05,8.11e-05,0
0.21,-0.16,0.0061314,-2e-06,3.46e-05,4.12e-05,0
0.21,0.05,0.0389479,0.0264638,5.99e-05,6.63e-05,0
0.21,-0.05,0.0784381,-0.0560218,0.0001384,7.45e-05,0
0.21,0.1,0.0722483,0.0229559,0.0001066,5.48e-05,0
0.21,-0.1,0.0391905,-0.3006849,4.59e-05,0.0003333,0
0.21,0.03,0.0193517,0.0180468,5.6e-05,0.0001051,0
0.21,-0.03,0.0049511,-0.0030019,4.4e-05,0.0002022,0
0.21,0.12,0.0714924,0.0199472,8.96e-05,5.8e-05,0
0.21,-0.12,0.0396664,0.1252231,5.2e-05,0.0001891,0
0.21,0.21,0.0028406,-0.000693,6.53e-05,7.85e-05,0
0.21,-0.21,0.0024819,-0.0016671,5.83e-05,4.81e-05,0
0.21,0.14,0.0331321,0.0049992,2.15e-05,7.85e-05,0
0.21,-0.14,0.0437424,0.031515,4.89e-05,4.46e-05,0
-0.21,0.25,-0.0022259,0.0005553,5.48e-05,6.72e-05,0
-0.21,-0.25,0.0146644,0.0056211,2.36e-05,4.7e-06,0
-0.21,0.18,-0.0007198,-0.0020023,3.91e-05,4.96e-05,0
-0.21,-0.18,0.0013648,-5.46e-05,3e-05,4.32e-05,0
-0.21,0.23,-0.0070275,-0.0002564,5.67e-05,6.32e-05,0
-0.21,-0.23,0.0057489,0.0021109,3.06e-05,9.9e-06,0
-0.21,0.01,0.0001866,-0.0024954,3.23e-05,2.75e-05,0
-0.21,-0.01,0.0001409,-0.0074191,3.22e-05,3.28e-05,0
-0.21,0.08,0.0022982,-0.0075433,3.21e-05,3.6e-05,0
-0.21,-0.08,-0.0030945,-0.0016297,3.47e-05,3.7e-05,0
-0.21,0.16,-0.0002646,-0.0023834,4.11e-05,4.48e-05,0
-0.21,-0.16,0.0071548,-0.0056235,3.23e-05,5.3e-05,0
-0.21,0.05,0.0006098,-0.0030647,3.47e-05,2.26e-05,0
-0.21,-0.05,-0.0002603,-0.0047057,3.23e-05,3.57e-05,0
-0.21,0.1,0.0001439,-0.0032048,3.3e-05,3.55e-05,0
-0.21,-0.1,-0.0048664,0.0296329,3.6e-05,2.65e-05,0
-0.21,0.03,0.0003576,-0.0033022,2.53e-05,3.55e-05,0
-0.21,-0.03,-0.0001981,-0.0022525,2.87e-05,3.28e-05,0
-0.21,0.12,0.000753,-0.0030351,3.66e-05,3.24e-05,0
-0.21,-0.12,-0.0001023,8.13e-05,2.91e-05,4.74e-05,0
-0.21,0.21,-0.003138,-0.0020592,4.79e-05,6.64e-05,0
-0.21,-0.21,0.0037869,0.0011614,3.02e-05,2.91e-05,0
-0.21,0.14,-4.96e-05,-0.0031258,3.68e-05,4.08e-05,0
-0.21,-0.14,0.0001808,-0.0001624,3.39e-05,5.04e-05,0
0.14,0.25,0.0308644,-0.2511852,0.0004162,0.0047592,0
0.14,-0.25,0.0203798,0.0202634,3.64e-05,2.79e-05,0
0.14,0.18,0.0094323,0.0165102,6.55e-05,1.65e-05,0
0.14,-0.18,0.001199,-0.0002893,4.98e-05,6.89e-05,0
0.14,0.23,0.0068928,0.0484753,0.000104,0.0033347,0
0.14,-0.23,0.0001828,0.0008221,5.1e-05,5.04e-05,0
0.14,0.01,0.0093726,-0.0528524,5e-05,0.0013038,0
0.14,-0.01,-1.11e-05,-0.0008605,7.38e-05,0.0198309,0
0.14,0.08,0.0137778,0.0591439,0.0005064,0.0050485,0
0.14,-0.08,0.041857,0.0295874,4.44e-05,4.42e-05,0
0.14,0.16,0.0091119,0.0126595,5.91e-05,1.72e-05,0
0.14,-0.16,0.003077,-0.0014484,4.59e-05,5.81e-05,0
0.14,0.05,0.004967,-0.0182189,6.94e-05,0.0024114,0
0.14,-0.05,0.0406849,0.0805879,4.19e-05,9.82e-05,0
0.14,0.1,0.0048508,0.0066113,4.59e-05,0.000737,0
0.14,-0.1,0.0427665,0.0094702,4.5e-05,4.17e-05,0
0.14,0.03,0.0049383,-0.0169201,5.59e-05,0.0011984,0
0.14,-0.03,0.0808802,0.3741436,7.88e-05,0.0002487,0
0.14,0.12,0.0048565,0.0056155,5.24e-05,0.0001892,0
0.14,-0.12,0.0210436,-0.0041836,3.2e-05,5.12e-05,0
0.14,0.21,0.0047811,0.013902,6.57e-05,0.0003348,0
0.14,-0.21,-0.0002703,0.0005037,5.37e-05,5.42e-05,0
0.14,0.14,0.0097375,0.0113388,4.84e-05,4.66e-05,0
0.14,-0.14,0.0048055,-0.0022675,4.09e-05,3.64e-05,0
-0.14,0.25,0.0002008,0.0277399,7.24e-05,4.72e-05,0
-0.14,-0.25,0.0121076,0.0095825,2.74e-05,1.32e-05,0
-0.14,0.18,0.0006614,-0.0006297,5.11e-05,5.38e-05,0
-0.14,-0.18,0.0270494,0.0151568,3.64e-05,1.97e-05,0
-0.14,0.23,-0.0001928,0.0020277,6.19e-05,6.47e-05,0
-0.14,-0.23,0.0116885,0.0085384,2.98e-05,6.6e-06,0
-0.14,0.01,0.0013443,-0.0025363,3.48e-05,4.61e-05,0
-0.14,-0.01,0.0010949,-0.0020917,3.23e-05,3.83e-05,0
-0.14,0.08,0.004111,-0.0061419,3.6e-05,3.9e-05,0
-0.14,-0.08,-0.0094686,0.0175911,5.3e-05,3.67e-05,0
-0.14,0.16,-0.0004616,-0.0013018,5.01e-05,5.2e-05,0
-0.14,-0.16,0.0236468,0.0146572,3.83e-05,2.95e-05,0
-0.14,0.05,0.0009483,-0.003672,3.46e-05,4.7e-05,0
-0.14,-0.05,0.0001494,-0.0007541,3.89e-05,5.05e-05,0
-0.14,0.1,0.0017749,-0.0056946,4.14e-05,4.12e-05,0
-0.14,-0.1,-0.0001755,0.0003362,3.32e-05,5.27e-05,0
-0.14,0.03,0.0013984,-0.0028349,4.06e-05,2.92e-05,0
-0.14,-0.03,0.0004846,-0.0015366,3.75e-05,4.27e-05,0
-0.14,0.12,0.0262519,-0.0274963,2.5e-05,7e-05,0
-0.14,-0.12,-0.0166019,0.034222,6.36e-05,3.88e-05,0
-0.14,0.21,-0.0012598,0.031734,6.56e-05,5.02e-05,0
-0.14,-0.21,0.020278,0.0098228,3.28e-05,1.2e-05,0
-0.14,0.14,0.0006371,-0.0015768,4.17e-05,4.69e-05,0
-0.14,-0.14,0.010122,0.0317492,3.45e-05,3.45e-05,0
