x,y,mdq,mdu,sdq,sdu,bad_apples
-0.1,0.01,-0.0002382,8.42e-05,3.87e-05,4.07e-05,0
-0.1,-0.01,-0.0002332,0.0001468,4.27e-05,3.68e-05,0
-0.1,0.08,-0.0002234,-0.000124,3.83e-05,3.64e-05,0
-0.1,-0.08,-0.0008445,0.0006088,3.34e-05,4.75e-05,0
-0.1,0.16,-0.0038233,-0.0043367,5.9e-05,5.85e-05,0
-0.1,-0.16,-0.0094803,0.0157635,5.13e-05,2.99e-05,0
-0.1,0.05,-0.000163,-9.9e-06,3.98e-05,3.78e-05,0
-0.1,-0.05,-0.0003226,0.0002407,3.77e-05,5.45e-05,0
-0.1,0.1,-0.0018798,-0.0011628,4.73e-05,4.37e-05,0
-0.1,-0.1,-0.000251,0.0004448,3.81e-05,5.32e-05,0
-0.1,0.03,-0.0001934,2.25e-05,3.94e-05,3.85e-05,0
-0.1,-0.03,-0.0003222,0.0001527,4.06e-05,4.43e-05,0
-0.1,0.12,-0.0001284,-0.0001272,5.08e-05,4.27e-05,0
-0.1,-0.12,-0.0001922,0.0005219,3.73e-05,5.08e-05,0
-0.1,0.21,-0.0031341,-0.004516,6.56e-05,6.73e-05,0
-0.1,-0.21,-0.000188,0.0001299,3.89e-05,2.18e-05,0
-0.1,0.14,-0.0001035,-0.0002247,4.92e-05,5.15e-05,0
-0.1,-0.14,-0.000592,0.0011846,3.92e-05,4.92e-05,0
0.03,0.25,0.0001197,-0.0039555,9.37e-05,0.0001673,0
0.03,-0.25,-0.0001292,-4.86e-05,4.94e-05,2.52e-05,0
0.03,0.18,7.5e-06,-0.0062249,6.7e-05,0.0001262,0
0.03,-0.18,-0.0117975,0.017073,6.55e-05,3.36e-05,0
0.03,0.23,0.0006661,-0.0162946,8.07e-05,0.0001655,0
0.03,-0.23,-0.0001765,-5.9e-06,4.72e-05,1.79e-05,0
0.03,0.01,-5.29e-05,-0.000517,4.88e-05,6.23e-05,0
0.03,-0.01,-2e-05,-0.0002679,5.46e-05,5.85e-05,0
0.03,0.08,0.0002305,-0.0055063,5.35e-05,9.93e-05,0
0.03,-0.08,-0.0002025,6.01e-05,4.35e-05,5.35e-05,0
0.03,0.16,-1.59e-05,-0.0054654,6.73e-05,0.0001232,0
0.03,-0.16,-0.0066908,0.0071616,6.22e-05,4.7e-05,0
0.03,0.05,3.5e-05,-0.000723,5.18e-05,7.83e-05,0
0.03,-0.05,-0.0001192,-6.83e-05,4.74e-05,4.61e-05,0
0.03,0.1,0.0005601,-0.0061287,5.79e-05,0.0001133,0
0.03,-0.1,-0.0002824,0.0002004,4.28e-05,4.75e-05,0
0.03,0.03,-0.0005133,-0.0020606,4.96e-05,6.95e-05,0
0.03,-0.03,-0.0016919,-0.0015761,5.1e-05,4.67e-05,0
0.03,0.12,-0.0002157,-0.0043118,5.96e-05,0.0001091,0
0.03,-0.12,-0.0003184,0.000363,4.55e-05,5.1e-05,0
0.03,0.21,-0.0010403,-0.0135731,8.18e-05,0.0001623,0
0.03,-0.21,-0.0002156,0.000217,4.93e-05,2.32e-05,0
0.03,0.14,0.0001301,-0.0021299,5.93e-05,0.000115,0
0.03,-0.14,-0.0081523,0.0111024,5.85e-05,3.9e-05,0
-0.03,0.25,-0.0022162,-0.0181797,7.88e-05,0.0001185,0
-0.03,-0.25,0.0001049,0.0002643,4.84e-05,3.11e-05,0
-0.03,0.18,-0.0003034,-0.0018779,7.1e-05,8.53e-05,0
-0.03,-0.18,-0.0006625,0.000285,4.61e-05,3.67e-05,0
-0.03,0.23,-0.0001146,-0.0012264,7.9e-05,8.89e-05,0
-0.03,-0.23,0.0246959,0.0239363,3.16e-05,3.07e-05,0
-0.03,0.01,-0.0001495,-0.0001674,4.37e-05,4.4e-05,0
-0.03,-0.01,-0.0002832,1e-06,3.84e-05,3.9e-05,0
-0.03,0.08,-0.0001003,-0.0003358,5.23e-05,5.65e-05,0
-0.03,-0.08,-0.0081068,0.0095873,5.67e-05,4.14e-05,0
-0.03,0.16,-0.000344,-0.0017204,6.21e-05,7.47e-05,0
-0.03,-0.16,-0.0090647,0.0170882,6.29e-05,3.36e-05,0
-0.03,0.05,-0.0043095,-0.0083367,5.64e-05,6.18e-05,0
-0.03,-0.05,-0.0002294,8.9e-05,3.83e-05,3.67e-05,0
-0.03,0.1,-0.000329,-0.0022349,5.96e-05,7.16e-05,0
-0.03,-0.1,-0.0078122,0.0310522,4.59e-05,3.63e-05,0
-0.03,0.03,-0.0011472,-0.0023156,4.75e-05,4.73e-05,0
-0.03,-0.03,-0.0059245,0.0004327,5.22e-05,4.13e-05,0
-0.03,0.12,-2.28e-05,-0.0020836,5.78e-05,7.07e-05,0
-0.03,-0.12,-0.0002444,0.0003954,4.49e-05,5.44e-05,0
-0.03,0.21,-6.06e-05,-0.0020182,7.33e-05,8.59e-05,0
-0.03,-0.21,-0.0002328,-6.51e-05,4.77e-05,1.55e-05,0
-0.03,0.14,0.00039,-0.0108331,5.28e-05,8.18e-05,0
-0.03,-0.14,-0.0006928,0.0009798,4.8e-05,4.82e-05,0
0.12,0.25,0.0306874,-0.0011589,0.000122,0.0012273,0
0.12,-0.25,-0.0004652,0.0003216,5.1e-05,2.26e-05,0
0.12,0.18,0.0043092,-0.001034,7.78e-05,0.0023931,0
0.12,-0.18,-0.000286,0.0005739,4.93e-05,6.37e-05,0
0.12,0.23,0.0049539,-0.0133576,0.0001019,0.0028444,0
0.12,-0.23,-0.0004257,0.000461,4.79e-05,3.86e-05,0
0.12,0.01,0.0020872,0.0055672,5.56e-05,0.0003822,0
0.12,-0.01,0.0007874,-0.0018082,4.67e-05,0.0002614,0
0.12,0.08,0.0096699,0.2519039,0.0002626,0.0048476,0
0.12,-0.08,-0.0002234,-0.0006885,5.04e-05,5.86e-05,0
0.12,0.16,0.00386,-0.0025493,6.93e-05,0.0013683,0
0.12,-0.16,-0.0003502,0.0003007,5.09e-05,5.29e-05,0
0.12,0.05,0.0045795,-0.186946,8.06e-05,0.0186128,0
0.12,-0.05,0.0004748,-0.0014288,4.72e-05,9.57e-05,0
0.12,0.1,0.0106121,0.0012551,0.0001781,0.0038335,0
0.12,-0.1,-7.33e-05,-0.0001543,4.33e-05,4.23e-05,0
0.12,0.03,0.0079956,0.0926971,9.01e-05,0.0008715,0
0.12,-0.03,0.0001549,-0.0010418,4.85e-05,0.0001657,0
0.12,0.12,0.007046,-0.0055927,6.9e-05,0.0018085,0
0.12,-0.12,-0.0025381,-0.0014051,5.5e-05,4.93e-05,0
0.12,0.21,0.005615,-0.1819127,0.0001506,0.0070768,0
0.12,-0.21,-0.0091402,0.0174856,6.89e-05,4.08e-05,0
0.12,0.14,0.0038319,-0.0030543,5.14e-05,0.001148,0
0.12,-0.14,-0.0005344,0.0002202,4.93e-05,5.21e-05,0
-0.12,0.25,-5.68e-05,-0.0001389,6.82e-05,7.53e-05,0
-0.12,-0.25,0.0006859,0.0001121,3.92e-05,1.92e-05,0
-0.12,0.18,-0.0028268,-0.0009061,5.84e-05,5.81e-05,0
-0.12,-0.18,-0.0054406,0.024514,4.97e-05,2.81e-05,0
-0.12,0.23,-0.0001317,-6.43e-05,7e-05,6.9e-05,0
-0.12,-0.23,-0.0036183,0.0068094,4.66e-05,7.2e-06,0
-0.12,0.01,-0.0085443,0.0056228,5.33e-05,3.21e-05,0
-0.12,-0.01,-0.0003387,0.0001062,4.2e-05,3.96e-05,0
-0.12,0.08,-0.0002663,-7.5e-05,4.01e-05,3.33e-05,0
-0.12,-0.08,-0.0024437,0.0029385,4.01e-05,5.14e-05,0
-0.12,0.16,-0.000362,-0.0001195,5.26e-05,5.17e-05,0
-0.12,-0.16,-0.0001934,0.000533,3.77e-05,4.53e-05,0
-0.12,0.05,-0.0176028,0.0066948,6.29e-05,3.03e-05,0
-0.12,-0.05,-0.016876,0.0175444,5.87e-05,3.39e-05,0
-0.12,0.1,-0.0005485,-0.0002147,4.56e-05,4.31e-05,0
-0.12,-0.1,-0.0006863,0.0007702,3.88e-05,4.79e-05,0
-0.12,0.03,-0.001463,0.0003705,4.15e-05,3.73e-05,0
-0.12,-0.03,-0.0002413,0.0001548,3.65e-05,3.95e-05,0
-0.12,0.12,-0.0012345,-0.0006577,4.99e-05,4.48e-05,0
-0.12,-0.12,-0.0119792,0.0241635,6e-05,3.59e-05,0
-0.12,0.21,-0.0002277,-0.0001333,5.71e-05,5.93e-05,0
-0.12,-0.21,9.37e-05,0.0004658,3.41e-05,1.95e-05,0
-0.12,0.14,-0.0008157,-0.0002359,4.93e-05,4.53e-05,0
-0.12,-0.14,-0.0002312,0.0003751,3.78e-05,4.78e-05,0
0.21,0.25,-0.0019537,-0.005505,9.72e-05,8.88e-05,0
0.21,-0.25,-0.0004064,0.000514,4.73e-05,6.64e-05,0
0.21,0.18,-0.0014294,-0.0048496,7.59e-05,9.7e-05,0
0.21,-0.18,-0.0003057,-0.0001295,5.3e-05,3.55e-05,0
0.21,0.23,-0.0002956,-0.0009736,8.55e-05,7.51e-05,0
0.21,-0.23,-0.009511,0.0102864,7.16e-05,5.09e-05,0
0.21,0.01,0.0092502,0.0224575,0.0001175,0.0008975,0
0.21,-0.01,0.0052087,0.0130069,4.42e-05,0.0005184,0
0.21,0.08,-4.47e-05,-0.0068048,5.65e-05,0.0001141,0
0.21,-0.08,0.0004355,0.0029199,3.93e-05,0.0001779,0
0.21,0.16,-0.0002938,-0.001638,7.19e-05,9.39e-05,0
0.21,-0.16,-0.0001748,-0.0001833,4.54e-05,4.2e-05,0
0.21,0.05,0.0005988,-0.0054012,6.4e-05,0.0001353,0
0.21,-0.05,0.0011943,0.0068506,4.41e-05,0.0001613,0
0.21,0.1,-0.0001348,-0.0026802,6.17e-05,9.92e-05,0
0.21,-0.1,0.0161592,-0.0884119,5.93e-05,0.0004334,0
0.21,0.03,0.0010708,-0.0145958,4.66e-05,0.0001446,0
0.21,-0.03,0.0017571,0.0097563,5e-05,0.0002263,0
0.21,0.12,-0.0004594,-0.0095933,5.82e-05,0.0001031,0
0.21,-0.12,0.000448,0.0004234,5.75e-05,0.0002921,0
0.21,0.21,6.7e-06,-0.0010544,8.56e-05,9.12e-05,0
0.21,-0.21,-0.0003836,0.0002021,4.97e-05,4.92e-05,0
0.21,0.14,-0.0005626,-0.0037719,7.16e-05,0.0001101,0
0.21,-0.14,-0.0001052,-0.000458,4.91e-05,7.99e-05,0
-0.21,0.25,-0.0003291,0.0003254,6.04e-05,5.99e-05,0
-0.21,-0.25,0.017635,0.0074016,2.8e-05,6.8e-06,0
-0.21,0.18,-0.0003073,8.93e-05,3.99e-05,4.91e-05,0
-0.21,-0.18,-1.88e-05,0.0003064,2.85e-05,3.71e-05,0
-0.21,0.23,-0.0003193,0.0001062,4.79e-05,6.45e-05,0
-0.21,-0.23,0.0071532,0.0137765,3.4e-05,1.14e-05,0
-0.21,0.01,-0.0142224,0.0156292,4.12e-05,2.22e-05,0
-0.21,-0.01,-0.0001178,0.0001489,2.79e-05,2.33e-05,0
-0.21,0.08,-0.0001953,6.12e-05,3.23e-05,2.85e-05,0
-0.21,-0.08,-0.0043377,0.0179656,3.13e-05,2.65e-05,0
-0.21,0.16,-0.0002838,6.89e-05,4.05e-05,4.39e-05,0
-0.21,-0.16,-2.48e-05,0.0005271,2.81e-05,4.97e-05,0
-0.21,0.05,-0.0005482,3.95e-05,3.16e-05,2.64e-05,0
-0.21,-0.05,-0.0002574,0.0001414,3.22e-05,3.48e-05,0
-0.21,0.1,-0.0003231,0.0001135,3.2e-05,2.55e-05,0
-0.21,-0.1,-0.0108852,0.0224585,4.62e-05,2.8e-05,0
-0.21,0.03,-0.0003364,0.0001382,3.36e-05,2.58e-05,0
-0.21,-0.03,-0.0011362,0.0005912,3.18e-05,3.19e-05,0
-0.21,0.12,-0.0013056,0.0003407,3.94e-05,3.03e-05,0
-0.21,-0.12,-0.0001357,0.0004983,3.18e-05,4.53e-05,0
-0.21,0.21,-0.0005591,0.0004776,4.5e-05,6.27e-05,0
-0.21,-0.21,-0.0043053,0.0254908,3.92e-05,2.48e-05,0
-0.21,0.14,-0.0007808,0.0003002,4.26e-05,3.47e-05,0
-0.21,-0.14,-0.0030589,0.0255887,3.51e-05,2.37e-05,0
0.14,0.25,0.008794,-0.0684213,0.0001356,0.0047151,0
0.14,-0.25,-0.0004928,-3.72e-05,5.31e-05,2.98e-05,0
0.14,0.18,0.0014355,-0.004656,6.22e-05,0.0001139,0
0.14,-0.18,-0.0019248,0.0013488,5.37e-05,5.61e-05,0
0.14,0.23,0.006529,0.0320659,8.5e-05,0.0027819,0
0.14,-0.23,-0.0004237,0.0004097,5.19e-05,4.05e-05,0
0.14,0.01,0.0299817,-0.1342003,0.000182,0.0012378,0
0.14,-0.01,0.00408,0.3483925,0.000125,0.0238353,0
0.14,0.08,0.0049196,0.0273556,0.0001061,0.0055251,0
0.14,-0.08,0.0001576,-0.0004633,4.77e-05,7.83e-05,0
0.14,0.16,0.0020949,-0.0059394,5.22e-05,0.0001155,0
0.14,-0.16,-0.0003733,8.13e-05,4.77e-05,4.25e-05,0
0.14,0.05,0.0045924,-0.0098789,6.45e-05,0.0020325,0
0.14,-0.05,0.0004196,-0.0037572,5.1e-05,0.0001898,0
0.14,0.1,0.003149,-0.0031529,5.83e-05,0.0008469,0
0.14,-0.1,-0.0003954,-0.0007898,5.12e-05,5.63e-05,0
0.14,0.03,0.0310157,-0.0454186,0.0001604,0.0012329,0
0.14,-0.03,0.0311276,0.0694831,0.0001042,0.0004175,0
0.14,0.12,0.0026465,-0.0060391,6.29e-05,0.0002194,0
0.14,-0.12,-0.0002611,-0.0004531,5.24e-05,4.83e-05,0
0.14,0.21,0.0032549,0.0015643,6.25e-05,0.0003227,0
0.14,-0.21,-0.0003967,0.0004773,5.49e-05,5.98e-05,0
0.14,0.14,0.0018137,-0.0062719,5.94e-05,0.0001045,0
0.14,-0.14,-0.0010555,-0.0003351,4.71e-05,4.15e-05,0
-0.14,0.25,-0.0050944,0.0013346,7.43e-05,7.26e-05,0
-0.14,-0.25,0.0228241,0.0138043,2.32e-05,1.36e-05,0
-0.14,0.18,-0.0005802,-0.0001919,5.58e-05,4.85e-05,0
-0.14,-0.18,-0.0086052,0.0245369,5.14e-05,2.36e-05,0
-0.14,0.23,-0.0016236,-0.0001899,6.5e-05,6.65e-05,0
-0.14,-0.23,0.0001189,0.0001345,3.88e-05,1.68e-05,0
-0.14,0.01,-0.0074064,0.0019068,4.56e-05,3.44e-05,0
-0.14,-0.01,-0.0007895,0.0006761,3.97e-05,4.21e-05,0
-0.14,0.08,-0.000586,-6.14e-05,4e-05,3.62e-05,0
-0.14,-0.08,-8.84e-05,0.0003717,3.18e-05,4.9e-05,0
-0.14,0.16,-0.0002666,-7.09e-05,5.31e-05,4.83e-05,0
-0.14,-0.16,-0.0123652,0.0274885,5.43e-05,3.04e-05,0
-0.14,0.05,-0.0002341,0.0001115,3.53e-05,3.53e-05,0
-0.14,-0.05,-0.018557,0.0193685,4.95e-05,3.4e-05,0
-0.14,0.1,-0.000257,-7.4e-05,3.81e-05,3.46e-05,0
-0.14,-0.1,-0.0107887,0.0186432,3.93e-05,3.34e-05,0
-0.14,0.03,-0.0109598,0.0037434,4.72e-05,3.31e-05,0
-0.14,-0.03,-0.0087941,0.0039413,5.54e-05,3.97e-05,0
-0.14,0.12,-0.0002896,-6.77e-05,4.38e-05,4.07e-05,0
-0.14,-0.12,-0.0139913,0.0369065,4.91e-05,3.54e-05,0
-0.14,0.21,-0.0003531,-5.75e-05,4.85e-05,6.68e-05,0
-0.14,-0.21,1.74e-05,0.0002408,4.63e-05,1.45e-05,0
-0.14,0.14,-0.0032633,0.0007105,4.75e-05,4.29e-05,0
-0.14,-0.14,-0.0001781,0.0005673,3.12e-05,5.1e-05,0
